,Electricity: Distribution Losses_lag1,Electricity: Installed Capacity_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Installed Capacity_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Installed Capacity_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Installed Capacity_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Installed Capacity_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
1997-01-01,0.00413,0.025,2.2681411883404534,450382327.952421,0.00378,0.017,2.320779749734854,398988954.970263,0.00301,0.014,2.375919610935423,356013395.70854,0.00266,0.014,2.433743397598819,322417837.161971,0.00196,0.014,2.433743397598819,284874919.577641,0.00469,0.025,2.2178375024567707,508223602.378929
1998-01-01,0.00469,0.025,2.2178375024567707,508223602.378929,0.00413,0.025,2.2681411883404534,450382327.952421,0.00378,0.017,2.320779749734854,398988954.970263,0.00301,0.014,2.375919610935423,356013395.70854,0.00266,0.014,2.433743397598819,322417837.161971,0.00539,0.025,2.1697167115313563,540096397.621071
1999-01-01,0.00539,0.025,2.1697167115313563,540096397.621071,0.00469,0.025,2.2178375024567707,508223602.378929,0.00413,0.025,2.2681411883404534,450382327.952421,0.00378,0.017,2.320779749734854,398988954.970263,0.00301,0.014,2.375919610935423,356013395.70854,0.00609,0.033,2.123639745089429,589239753.610875
2000-01-01,0.00609,0.033,2.123639745089429,589239753.610875,0.00539,0.025,2.1697167115313563,540096397.621071,0.00469,0.025,2.2178375024567707,508223602.378929,0.00413,0.025,2.2681411883404534,450382327.952421,0.00378,0.017,2.320779749734854,398988954.970263,0.0,0.068,2.0794791004220383,624337145.284622
2001-01-01,0.0,0.068,2.0794791004220383,624337145.284622,0.00609,0.033,2.123639745089429,589239753.610875,0.00539,0.025,2.1697167115313563,540096397.621071,0.00469,0.025,2.2178375024567707,508223602.378929,0.00413,0.025,2.2681411883404534,450382327.952421,0.0,0.07,2.798797905892594,870030468.628748
2002-01-01,0.0,0.07,2.798797905892594,870030468.628748,0.0,0.068,2.0794791004220383,624337145.284622,0.00609,0.033,2.123639745089429,589239753.610875,0.00539,0.025,2.1697167115313563,540096397.621071,0.00469,0.025,2.2178375024567707,508223602.378929,0.0,0.083,2.722597893075325,897031250.0
2003-01-01,0.0,0.083,2.722597893075325,897031250.0,0.0,0.07,2.798797905892594,870030468.628748,0.0,0.068,2.0794791004220383,624337145.284622,0.00609,0.033,2.123639745089429,589239753.610875,0.00539,0.025,2.1697167115313563,540096397.621071,0.0,0.092,2.65043714714976,1052121054.6875
2004-01-01,0.0,0.092,2.65043714714976,1052121054.6875,0.0,0.083,2.722597893075325,897031250.0,0.0,0.07,2.798797905892594,870030468.628748,0.0,0.068,2.0794791004220383,624337145.284622,0.00609,0.033,2.123639745089429,589239753.610875,0.0,0.092,2.582002786164787,1226829562.5
2005-01-01,0.0,0.092,2.582002786164787,1226829562.5,0.0,0.092,2.65043714714976,1052121054.6875,0.0,0.083,2.722597893075325,897031250.0,0.0,0.07,2.798797905892594,870030468.628748,0.0,0.068,2.0794791004220383,624337145.284622,0.0,0.092,2.517013429292318,1163362437.5
2006-01-01,0.0,0.092,2.517013429292318,1163362437.5,0.0,0.092,2.582002786164787,1226829562.5,0.0,0.092,2.65043714714976,1052121054.6875,0.0,0.083,2.722597893075325,897031250.0,0.0,0.07,2.798797905892594,870030468.628748,0.0,0.109,2.455215329725094,1575200390.625
2007-01-01,0.0,0.109,2.455215329725094,1575200390.625,0.0,0.092,2.517013429292318,1163362437.5,0.0,0.092,2.582002786164787,1226829562.5,0.0,0.092,2.65043714714976,1052121054.6875,0.0,0.083,2.722597893075325,897031250.0,0.0,0.116,2.396379063597329,1868383460.9375
2008-01-01,0.0,0.116,2.396379063597329,1868383460.9375,0.0,0.109,2.455215329725094,1575200390.625,0.0,0.092,2.517013429292318,1163362437.5,0.0,0.092,2.582002786164787,1226829562.5,0.0,0.092,2.65043714714976,1052121054.6875,0.0,0.142,2.3402966838397483,2271646187.5
