,Electricity: Distribution Losses_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Population: Growth Rate,Economics: GDP
1997-01-01,10.504,0.5870844165179983,610169556840.077,8.85,0.5905514520645903,566583427334.137,7.472,0.5940596801317218,463617399962.661,8.192,0.5976098392311106,392666101884.959,2.53,0.5976098392311106,355525267405.367,10.945,0.5836578522218041,569754543829.957
1998-01-01,10.945,0.5836578522218041,569754543829.957,10.504,0.5870844165179983,610169556840.077,8.85,0.5905514520645903,566583427334.137,7.472,0.5940596801317218,463617399962.661,8.192,0.5976098392311106,392666101884.959,12.554,0.5802710546472017,383330931042.356
1999-01-01,12.554,0.5802710546472017,383330931042.356,10.945,0.5836578522218041,569754543829.957,10.504,0.5870844165179983,610169556840.077,8.85,0.5905514520645903,566583427334.137,7.472,0.5940596801317218,463617399962.661,10.068,0.5769233355236367,497512659612.052
2000-01-01,10.068,0.5769233355236367,497512659612.052,12.554,0.5802710546472017,383330931042.356,10.945,0.5836578522218041,569754543829.957,10.504,0.5870844165179983,610169556840.077,8.85,0.5905514520645903,566583427334.137,12.451,0.5736140223727486,576178114168.494
2001-01-01,12.451,0.5736140223727486,576178114168.494,10.068,0.5769233355236367,497512659612.052,12.554,0.5802710546472017,383330931042.356,10.945,0.5836578522218041,569754543829.957,10.504,0.5870844165179983,610169556840.077,12.09,0.4326804797349026,547658231279.87
2002-01-01,12.09,0.4326804797349026,547658231279.87,12.451,0.5736140223727486,576178114168.494,10.068,0.5769233355236367,497512659612.052,12.554,0.5802710546472017,383330931042.356,10.945,0.5836578522218041,569754543829.957,13.904,0.4308164211769773,627246081417.004
2003-01-01,13.904,0.4308164211769773,627246081417.004,12.09,0.4326804797349026,547658231279.87,12.451,0.5736140223727486,576178114168.494,10.068,0.5769233355236367,497512659612.052,12.554,0.5802710546472017,383330931042.356,11.032,0.4289683550617029,702717332012.991
2004-01-01,11.032,0.4289683550617029,702717332012.991,13.904,0.4308164211769773,627246081417.004,12.09,0.4326804797349026,547658231279.87,12.451,0.5736140223727486,576178114168.494,10.068,0.5769233355236367,497512659612.052,12.794,0.4271360764606504,793175007858.066
2005-01-01,12.794,0.4271360764606504,793175007858.066,11.032,0.4289683550617029,702717332012.991,13.904,0.4308164211769773,627246081417.004,12.09,0.4326804797349026,547658231279.87,12.451,0.5736140223727486,576178114168.494,13.728,0.4253193839316979,934901071332.984
2006-01-01,13.728,0.4253193839316979,934901071332.984,12.794,0.4271360764606504,793175007858.066,11.032,0.4289683550617029,702717332012.991,13.904,0.4308164211769773,627246081417.004,12.09,0.4326804797349026,547658231279.87,14.587,0.4235180794453616,1053216909887.56
2007-01-01,14.587,0.4235180794453616,1053216909887.56,13.728,0.4253193839316979,934901071332.984,12.794,0.4271360764606504,793175007858.066,11.032,0.4289683550617029,702717332012.991,13.904,0.4308164211769773,627246081417.004,15.345,0.4217319683127562,1172614086539.86
2008-01-01,15.345,0.4217319683127562,1172614086539.86,14.587,0.4235180794453616,1053216909887.56,13.728,0.4253193839316979,934901071332.984,12.794,0.4271360764606504,793175007858.066,11.032,0.4289683550617029,702717332012.991,16.106,0.41996085911545,1047339010225.25
2009-01-01,16.106,0.41996085911545,1047339010225.25,15.345,0.4217319683127562,1172614086539.86,14.587,0.4235180794453616,1053216909887.56,13.728,0.4253193839316979,934901071332.984,12.794,0.4271360764606504,793175007858.066,16.77,0.4182045636371548,943941876218.743
2010-01-01,16.77,0.4182045636371548,943941876218.743,16.106,0.41996085911545,1047339010225.25,15.345,0.4217319683127562,1172614086539.86,14.587,0.4235180794453616,1053216909887.56,13.728,0.4253193839316979,934901071332.984,18.034237,0.4164628967968947,1144066965324.49
2011-01-01,18.034237,0.4164628967968947,1144066965324.49,16.77,0.4182045636371548,943941876218.743,16.106,0.41996085911545,1047339010225.25,15.345,0.4217319683127562,1172614086539.86,14.587,0.4235180794453616,1053216909887.56,17.430383,0.8937607289461638,1253223044718.99
2012-01-01,17.430383,0.8937607289461638,1253223044718.99,18.034237,0.4164628967968947,1144066965324.49,16.77,0.4182045636371548,943941876218.743,16.106,0.41996085911545,1047339010225.25,15.345,0.4217319683127562,1172614086539.86,17.291504,0.8858434084415701,1278427634342.59
2013-01-01,17.291504,0.8858434084415701,1278427634342.59,17.430383,0.8937607289461638,1253223044718.99,18.034237,0.4164628967968947,1144066965324.49,16.77,0.4182045636371548,943941876218.743,16.106,0.41996085911545,1047339010225.25,18.310888,0.8780651263975382,1370795199976.18
