,Electricity: Distribution Losses_lag1,Electricity: Installed Capacity_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Installed Capacity_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Installed Capacity_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Installed Capacity_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Installed Capacity_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
1997-01-01,0.03878,0.14,0.6457652769261607,2128696643.62574,0.03871,0.135,0.6499625091231157,1970347720.96992,0.03703,0.135,0.6542146591366919,1825763267.53637,0.03437,0.135,0.6585228119059249,1636074717.86224,0.03367,0.135,0.6585228119059249,1532401862.94079,0.0392014,0.144,0.6416219054516021,2090184941.46983
1998-01-01,0.0392014,0.144,0.6416219054516021,2090184941.46983,0.03878,0.14,0.6457652769261607,2128696643.62574,0.03871,0.135,0.6499625091231157,1970347720.96992,0.03703,0.135,0.6542146591366919,1825763267.53637,0.03437,0.135,0.6585228119059249,1636074717.86224,0.03892154,0.149,0.6375313645624308,1653160861.68714
1999-01-01,0.03892154,0.149,0.6375313645624308,1653160861.68714,0.0392014,0.144,0.6416219054516021,2090184941.46983,0.03878,0.14,0.6457652769261607,2128696643.62574,0.03871,0.135,0.6499625091231157,1970347720.96992,0.03703,0.135,0.6542146591366919,1825763267.53637,0.0419965,0.1492,0.6334926502250625,1936484565.39399
2000-01-01,0.0419965,0.1492,0.6334926502250625,1936484565.39399,0.03892154,0.149,0.6375313645624308,1653160861.68714,0.0392014,0.144,0.6416219054516021,2090184941.46983,0.03878,0.14,0.6457652769261607,2128696643.62574,0.03871,0.135,0.6499625091231157,1970347720.96992,0.0,0.1932,0.6295047836875864,1678239218.26553
2001-01-01,0.0,0.1932,0.6295047836875864,1678239218.26553,0.0419965,0.1492,0.6334926502250625,1936484565.39399,0.03892154,0.149,0.6375313645624308,1653160861.68714,0.0392014,0.144,0.6416219054516021,2090184941.46983,0.03878,0.14,0.6457652769261607,2128696643.62574,0.0,0.195,0.8727833572970382,1652464201.00149
2002-01-01,0.0,0.195,0.8727833572970382,1652464201.00149,0.0,0.1932,0.6295047836875864,1678239218.26553,0.0419965,0.1492,0.6334926502250625,1936484565.39399,0.03892154,0.149,0.6375313645624308,1653160861.68714,0.0392014,0.144,0.6416219054516021,2090184941.46983,0.0,0.2,0.8652317585067428,1833279985.36741
2003-01-01,0.0,0.2,0.8652317585067428,1833279985.36741,0.0,0.195,0.8727833572970382,1652464201.00149,0.0,0.1932,0.6295047836875864,1678239218.26553,0.0419965,0.1492,0.6334926502250625,1936484565.39399,0.03892154,0.149,0.6375313645624308,1653160861.68714,0.0,0.217,0.8578097164127829,2300453634.34962
2004-01-01,0.0,0.217,0.8578097164127829,2300453634.34962,0.0,0.2,0.8652317585067428,1833279985.36741,0.0,0.195,0.8727833572970382,1652464201.00149,0.0,0.1932,0.6295047836875864,1678239218.26553,0.0419965,0.1492,0.6334926502250625,1936484565.39399,0.0,0.218,0.8505139253219276,2708078476.63012
2005-01-01,0.0,0.218,0.8505139253219276,2708078476.63012,0.0,0.217,0.8578097164127829,2300453634.34962,0.0,0.2,0.8652317585067428,1833279985.36741,0.0,0.195,0.8727833572970382,1652464201.00149,0.0,0.1932,0.6295047836875864,1678239218.26553,0.0,0.238,0.8433411910540373,2980484920.16558
2006-01-01,0.0,0.238,0.8433411910540373,2980484920.16558,0.0,0.218,0.8505139253219276,2708078476.63012,0.0,0.217,0.8578097164127829,2300453634.34962,0.0,0.2,0.8652317585067428,1833279985.36741,0.0,0.195,0.8727833572970382,1652464201.00149,0.0,0.238,0.8362884262792071,3076305452.86506
