,Electricity: Distribution Losses_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Population: Growth Rate,Economics: GDP
1997-01-01,0.00595,3.4531200239439888,1607345450.04578,0.00588,3.5766251843667822,1445919969.89272,0.0056,3.709292680540881,1179837954.72193,0.00567,3.852181361836663,1463251055.40068,0.00553,3.852181361836663,1881847676.80752,0.00595,3.33785972152872,1544689502.82472
1998-01-01,0.00595,3.33785972152872,1544689502.82472,0.00595,3.4531200239439888,1607345450.04578,0.00588,3.5766251843667822,1445919969.89272,0.0056,3.709292680540881,1179837954.72193,0.00567,3.852181361836663,1463251055.40068,0.00602,3.230045339165608,1744794457.276
1999-01-01,0.00602,3.230045339165608,1744794457.276,0.00595,3.33785972152872,1544689502.82472,0.00595,3.4531200239439888,1607345450.04578,0.00588,3.5766251843667822,1445919969.89272,0.0056,3.709292680540881,1179837954.72193,0.00602,3.128977933268535,1534673583.2487
2000-01-01,0.00602,3.128977933268535,1534673583.2487,0.00602,3.230045339165608,1744794457.276,0.00595,3.33785972152872,1544689502.82472,0.00595,3.4531200239439888,1607345450.04578,0.00588,3.5766251843667822,1445919969.89272,0.00665,3.034043385258018,1388506726.62093
2001-01-01,0.00665,3.034043385258018,1388506726.62093,0.00602,3.128977933268535,1534673583.2487,0.00602,3.230045339165608,1744794457.276,0.00595,3.33785972152872,1544689502.82472,0.00595,3.4531200239439888,1607345450.04578,0.007,4.40190058598132,1710843360.64955
2002-01-01,0.007,4.40190058598132,1710843360.64955,0.00665,3.034043385258018,1388506726.62093,0.00602,3.128977933268535,1534673583.2487,0.00602,3.230045339165608,1744794457.276,0.00595,3.33785972152872,1544689502.82472,0.00749,4.2163031144783485,1997005786.54118
2003-01-01,0.00749,4.2163031144783485,1997005786.54118,0.007,4.40190058598132,1710843360.64955,0.00665,3.034043385258018,1388506726.62093,0.00602,3.128977933268535,1534673583.2487,0.00602,3.230045339165608,1744794457.276,0.00805,4.045723162763576,2742815194.54993
2004-01-01,0.00805,4.045723162763576,2742815194.54993,0.00749,4.2163031144783485,1997005786.54118,0.007,4.40190058598132,1710843360.64955,0.00665,3.034043385258018,1388506726.62093,0.00602,3.128977933268535,1534673583.2487,0.00854,3.888408903107591,4422855929.21428
2005-01-01,0.00854,3.888408903107591,4422855929.21428,0.00805,4.045723162763576,2742815194.54993,0.00749,4.2163031144783485,1997005786.54118,0.007,4.40190058598132,1710843360.64955,0.00665,3.034043385258018,1388506726.62093,0.00903,3.74287078237395,6649307057.03314
2006-01-01,0.00903,3.74287078237395,6649307057.03314,0.00854,3.888408903107591,4422855929.21428,0.00805,4.045723162763576,2742815194.54993,0.00749,4.2163031144783485,1997005786.54118,0.007,4.40190058598132,1710843360.64955,0.0091,3.6078342098567298,7428701809.40597
2007-01-01,0.0091,3.6078342098567298,7428701809.40597,0.00903,3.74287078237395,6649307057.03314,0.00854,3.888408903107591,4422855929.21428,0.00805,4.045723162763576,2742815194.54993,0.00749,4.2163031144783485,1997005786.54118,0.00903,3.48220213014886,8650138068.63161
2008-01-01,0.00903,3.48220213014886,8650138068.63161,0.0091,3.6078342098567298,7428701809.40597,0.00903,3.74287078237395,6649307057.03314,0.00854,3.888408903107591,4422855929.21428,0.00805,4.045723162763576,2742815194.54993,0.0105,3.36502515260481,10393834720.852
2009-01-01,0.0105,3.36502515260481,10393834720.852,0.00903,3.48220213014886,8650138068.63161,0.0091,3.6078342098567298,7428701809.40597,0.00903,3.74287078237395,6649307057.03314,0.00854,3.888408903107591,4422855929.21428,0.01464,3.2554775153750457,9290728773.35723
2010-01-01,0.01464,3.2554775153750457,9290728773.35723,0.0105,3.36502515260481,10393834720.852,0.00903,3.48220213014886,8650138068.63161,0.0091,3.6078342098567298,7428701809.40597,0.00903,3.74287078237395,6649307057.03314,0.016,3.152837596330224,10668102734.8132
2011-01-01,0.016,3.152837596330224,10668102734.8132,0.01464,3.2554775153750457,9290728773.35723,0.0105,3.36502515260481,10393834720.852,0.00903,3.48220213014886,8650138068.63161,0.0091,3.6078342098567298,7428701809.40597,0.01744,3.7757016197177142,12172309522.6171
2012-01-01,0.01744,3.7757016197177142,12172309522.6171,0.016,3.152837596330224,10668102734.8132,0.01464,3.2554775153750457,9290728773.35723,0.0105,3.36502515260481,10393834720.852,0.00903,3.48220213014886,8650138068.63161,0.03525,3.638329166449422,12367363677.6199
2013-01-01,0.03525,3.638329166449422,12367363677.6199,0.01744,3.7757016197177142,12172309522.6171,0.016,3.152837596330224,10668102734.8132,0.01464,3.2554775153750457,9290728773.35723,0.0105,3.36502515260481,10393834720.852,0.04035,3.510601913126205,12953535495.8781
