,Electricity: Distribution Losses_lag1,Electricity: Exports_lag1,Electricity: Imports_lag1,Electricity: Installed Capacity_lag1,Population: Growth Rate_lag1,Population: Percentage_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Exports_lag2,Electricity: Imports_lag2,Electricity: Installed Capacity_lag2,Population: Growth Rate_lag2,Population: Percentage_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Exports_lag3,Electricity: Imports_lag3,Electricity: Installed Capacity_lag3,Population: Growth Rate_lag3,Population: Percentage_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Exports_lag4,Electricity: Imports_lag4,Electricity: Installed Capacity_lag4,Population: Growth Rate_lag4,Population: Percentage_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Exports_lag5,Electricity: Imports_lag5,Electricity: Installed Capacity_lag5,Population: Growth Rate_lag5,Population: Percentage_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Population: Growth Rate,Population: Percentage,Economics: GDP
1997-01-01,2.688,0.0,0.0,7.592,1.400212102130334,0.2582551460281603,78039572221.6024,2.927,0.0,0.0,6.295,1.4200964646908605,0.2583505026401149,73447063319.3034,2.77,0.0,0.0,5.835,1.4405537170993612,0.2584486410379545,57008425295.8256,2.88,0.0,0.0,5.205,1.4616089795842335,0.2585496847507619,49297773130.1185,2.372,0.0,0.0,5.173,1.4616089795842335,0.2586537647314835,45964327558.8836,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958
1998-01-01,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958,2.688,0.0,0.0,7.592,1.400212102130334,0.2582551460281603,78039572221.6024,2.927,0.0,0.0,6.295,1.4200964646908605,0.2583505026401149,73447063319.3034,2.77,0.0,0.0,5.835,1.4405537170993612,0.2584486410379545,57008425295.8256,2.88,0.0,0.0,5.205,1.4616089795842335,0.2585496847507619,49297773130.1185,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602
1999-01-01,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958,2.688,0.0,0.0,7.592,1.400212102130334,0.2582551460281603,78039572221.6024,2.927,0.0,0.0,6.295,1.4200964646908605,0.2583505026401149,73447063319.3034,2.77,0.0,0.0,5.835,1.4405537170993612,0.2584486410379545,57008425295.8256,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494
2000-01-01,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958,2.688,0.0,0.0,7.592,1.400212102130334,0.2582551460281603,78039572221.6024,2.927,0.0,0.0,6.295,1.4200964646908605,0.2583505026401149,73447063319.3034,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302
2001-01-01,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958,2.688,0.0,0.0,7.592,1.400212102130334,0.2582551460281603,78039572221.6024,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422
2002-01-01,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602,2.519,0.0,0.0,7.89,1.3808768967071192,0.2581624545781403,84952360922.4958,2.698,0.0,1.8,10.542,1.0648702977430158,0.2565745028801424,69736811435.1319
2003-01-01,2.698,0.0,1.8,10.542,1.0648702977430158,0.2565745028801424,69736811435.1319,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494,2.903,0.0,0.0,8.735,1.3620684087335837,0.2580723180954008,81577430181.4602,2.849,0.0,1.7,10.993,1.0536502887757713,0.255937705307218,75643459839.5605
2004-01-01,2.849,0.0,1.7,10.993,1.0536502887757713,0.255937705307218,75643459839.5605,2.698,0.0,1.8,10.542,1.0648702977430158,0.2565745028801424,69736811435.1319,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302,2.105,0.0,0.12,9.052,1.3437654046690823,0.2579846323775595,75173794497.0494,4.034,0.0,1.903,11.87,1.0426642538540642,0.255317106377546,99210392857.6283
2005-01-01,4.034,0.0,1.903,11.87,1.0426642538540642,0.255317106377546,99210392857.6283,2.849,0.0,1.7,10.993,1.0536502887757713,0.255937705307218,75643459839.5605,2.698,0.0,1.8,10.542,1.0648702977430158,0.2565745028801424,69736811435.1319,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422,2.924,0.0,1.19,9.894,1.3259477771556856,0.2578992988126536,77860932151.9302,4.54,0.0,2.152,12.586,1.0319049498086703,0.2547120957702083,122964812046.139
2006-01-01,4.54,0.0,2.152,12.586,1.0319049498086703,0.2547120957702083,122964812046.139,4.034,0.0,1.903,11.87,1.0426642538540642,0.255317106377546,99210392857.6283,2.849,0.0,1.7,10.993,1.0536502887757713,0.255937705307218,75643459839.5605,2.698,0.0,1.8,10.542,1.0648702977430158,0.2565745028801424,69736811435.1319,3.131,0.0,1.351,10.493,1.0763318357672658,0.2572281416992854,70979923960.3422,4.904,0.0,2.285,12.865,1.0213654293871892,0.2541220934443117,154788024805.865
