,Electricity: Distribution Losses_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Population: Growth Rate,Economics: GDP
1997-01-01,1.384,3.296728358169703,10433698621.3427,1.108,3.4091177084267947,12894029888.1122,1.131,3.529440489150821,3991349282.75729,1.154,3.65856745005601,1031944881.13189,1.177,3.65856745005601,553671957.671958,1.149,3.1915128490213855,20764857056.3795
1998-01-01,1.149,3.1915128490213855,20764857056.3795,1.384,3.296728358169703,10433698621.3427,1.108,3.4091177084267947,12894029888.1122,1.131,3.529440489150821,3991349282.75729,1.154,3.65856745005601,1031944881.13189,1.785,3.09280556211137,20617405044.2425
1999-01-01,1.785,3.09280556211137,20617405044.2425,1.149,3.1915128490213855,20764857056.3795,1.384,3.296728358169703,10433698621.3427,1.108,3.4091177084267947,12894029888.1122,1.131,3.529440489150821,3991349282.75729,2.403,3.0000207533861323,36881601583.8194
2000-01-01,2.403,3.0000207533861323,36881601583.8194,1.785,3.09280556211137,20617405044.2425,1.149,3.1915128490213855,20764857056.3795,1.384,3.296728358169703,10433698621.3427,1.108,3.4091177084267947,12894029888.1122,2.74,2.912640921276228,48364250943.9051
2001-01-01,2.74,2.912640921276228,48364250943.9051,2.403,3.0000207533861323,36881601583.8194,1.785,3.09280556211137,20617405044.2425,1.149,3.1915128490213855,20764857056.3795,1.384,3.296728358169703,10433698621.3427,2.216,2.6944071056806584,36176430128.8057
2002-01-01,2.216,2.6944071056806584,36176430128.8057,2.74,2.912640921276228,48364250943.9051,2.403,3.0000207533861323,36881601583.8194,1.785,3.09280556211137,20617405044.2425,1.149,3.1915128490213855,20764857056.3795,2.326,2.623713580534041,32928454672.4246
2003-01-01,2.326,2.623713580534041,32928454672.4246,2.216,2.6944071056806584,36176430128.8057,2.74,2.912640921276228,48364250943.9051,2.403,3.0000207533861323,36881601583.8194,1.785,3.09280556211137,20617405044.2425,1.667,2.5566348059263064,21921569478.8163
2004-01-01,1.667,2.5566348059263064,21921569478.8163,2.326,2.623713580534041,32928454672.4246,2.216,2.6944071056806584,36176430128.8057,2.74,2.912640921276228,48364250943.9051,2.403,3.0000207533861323,36881601583.8194,2.019,2.492900445460556,36627901762.063
2005-01-01,2.019,2.492900445460556,36627901762.063,1.667,2.5566348059263064,21921569478.8163,2.326,2.623713580534041,32928454672.4246,2.216,2.6944071056806584,36176430128.8057,2.74,2.912640921276228,48364250943.9051,9.12,2.432266463946057,49954890353.2609
2006-01-01,9.12,2.432266463946057,49954890353.2609,2.019,2.492900445460556,36627901762.063,1.667,2.5566348059263064,21921569478.8163,2.326,2.623713580534041,32928454672.4246,2.216,2.6944071056806584,36176430128.8057,9.561,2.3745120047716237,65140147197.1215
2007-01-01,9.561,2.3745120047716237,65140147197.1215,9.12,2.432266463946057,49954890353.2609,2.019,2.492900445460556,36627901762.063,1.667,2.5566348059263064,21921569478.8163,2.326,2.623713580534041,32928454672.4246,13.605,2.319436701843276,88837055195.2619
2008-01-01,13.605,2.319436701843276,88837055195.2619,9.561,2.3745120047716237,65140147197.1215,9.12,2.432266463946057,49954890353.2609,2.019,2.492900445460556,36627901762.063,1.667,2.5566348059263064,21921569478.8163,18.022,2.266858357129232,131614433712.245
2009-01-01,18.022,2.266858357129232,131614433712.245,13.605,2.319436701843276,88837055195.2619,9.561,2.3745120047716237,65140147197.1215,9.12,2.432266463946057,49954890353.2609,2.019,2.492900445460556,36627901762.063,18.425,2.216610927083585,111657581662.35
2010-01-01,18.425,2.216610927083585,111657581662.35,18.022,2.266858357129232,131614433712.245,13.605,2.319436701843276,88837055195.2619,9.561,2.3745120047716237,65140147197.1215,9.12,2.432266463946057,49954890353.2609,17.558,2.168542771061749,138516722649.573
2011-01-01,17.558,2.168542771061749,138516722649.573,18.425,2.216610927083585,111657581662.35,18.022,2.266858357129232,131614433712.245,13.605,2.319436701843276,88837055195.2619,9.561,2.3745120047716237,65140147197.1215,20.756,4.153503252451838,185749664444.444
2012-01-01,20.756,4.153503252451838,185749664444.444,17.558,2.168542771061749,138516722649.573,18.425,2.216610927083585,111657581662.35,18.022,2.266858357129232,131614433712.245,13.605,2.319436701843276,88837055195.2619,19.797,3.987867064235366,218002481737.691
2013-01-01,19.797,3.987867064235366,218002481737.691,20.756,4.153503252451838,185749664444.444,17.558,2.168542771061749,138516722649.573,18.425,2.216610927083585,111657581662.35,18.022,2.266858357129232,131614433712.245,23.285,3.8349349561828774,234637675128.645
