,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Net Imports,Population: Growth Rate,Economics: GDP
2022-01-01,37.35263377004248,0.2841532029119777,-0.0015660303772177253,-0.2857192332891937,0.592129222090767,701134162321.1779
2023-01-01,35.269150057585705,1.5881055777357649,0.4988997607389068,-1.0892058169968613,1.693483515487711,629998877630.3827
2024-01-01,43.88308792794113,0.18490592969119718,-0.13807579599779007,-0.32298172568898564,0.013860804000624949,319617285129.1321
2025-01-01,34.11499582729091,1.204016121055,-0.1261121144068142,-1.3301282354618207,2.851404722650317,282750548259.8982
2026-01-01,29.099432980137646,-0.03876157934358451,-0.5737948099110468,-0.5350332305674639,0.9437712361786748,32647701235.086426
2027-01-01,11.2668136917239,1.8009347624720737,0.561387712846491,-1.2395470496255914,2.6512994561166523,254296837686.92178
2028-01-01,38.47038847494815,-1.0724098369993063,-0.26016020684811697,0.8122496301511883,0.5617186284594338,498365670098.90344
2029-01-01,6.445175138425386,1.3795746854827284,1.0860852099791218,-0.2934894755036202,5.142513329228224,722169835111.6145
2030-01-01,30.85736380885201,-2.543716784351026,-0.0929121562904136,2.4508046280606157,2.581135505593528,741099588923.1283
2031-01-01,7.013509027392008,0.730666772319797,1.354470860929718,0.6238040886099108,7.776158622367656,1526670514834.4175
