,Electricity: Distribution Losses_lag1,Electricity: Installed Capacity_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Installed Capacity_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Installed Capacity_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Installed Capacity_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Installed Capacity_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
1997-01-01,0.548,0.757,3.2830948529552164,5785685310.86668,0.513,0.729,3.394540848845113,4258788725.44991,0.409,0.726,3.513818865592061,4167356037.1517,0.488,0.724,3.6417845791794794,5368270614.8468,0.417,0.715,3.6417845791794794,6463649985.01648,0.664,0.754,3.178734000592623,6838557384.40357
1998-01-01,0.664,0.754,3.178734000592623,6838557384.40357,0.548,0.757,3.2830948529552164,5785685310.86668,0.513,0.729,3.394540848845113,4258788725.44991,0.409,0.726,3.513818865592061,4167356037.1517,0.488,0.724,3.6417845791794794,5368270614.8468,0.71,0.775,3.0808034537178504,6325141675.86989
1999-01-01,0.71,0.775,3.0808034537178504,6325141675.86989,0.664,0.754,3.178734000592623,6838557384.40357,0.548,0.757,3.2830948529552164,5785685310.86668,0.513,0.729,3.394540848845113,4258788725.44991,0.409,0.726,3.513818865592061,4167356037.1517,0.897,0.787,2.988726659567724,7641102523.15082
2000-01-01,0.897,0.787,2.988726659567724,7641102523.15082,0.71,0.775,3.0808034537178504,6325141675.86989,0.664,0.754,3.178734000592623,6838557384.40357,0.548,0.757,3.2830948529552164,5785685310.86668,0.513,0.729,3.394540848845113,4258788725.44991,0.948,0.873,2.9019939914851327,9652436179.64605
2001-01-01,0.948,0.873,2.9019939914851327,9652436179.64605,0.897,0.787,2.988726659567724,7641102523.15082,0.71,0.775,3.0808034537178504,6325141675.86989,0.664,0.754,3.178734000592623,6838557384.40357,0.548,0.757,3.2830948529552164,5785685310.86668,1.03,0.873,3.282701423073008,9861560094.74009
2002-01-01,1.03,0.873,3.282701423073008,9861560094.74009,0.948,0.873,2.9019939914851327,9652436179.64605,0.897,0.787,2.988726659567724,7641102523.15082,0.71,0.775,3.0808034537178504,6325141675.86989,0.664,0.754,3.178734000592623,6838557384.40357,0.934,0.928,3.1783651839490363,10694628091.6726
2003-01-01,0.934,0.928,3.1783651839490363,10694628091.6726,1.03,0.873,3.282701423073008,9861560094.74009,0.948,0.873,2.9019939914851327,9652436179.64605,0.897,0.787,2.988726659567724,7641102523.15082,0.71,0.775,3.0808034537178504,6325141675.86989,0.978,1.087,3.080457010810924,11777966673.3897
2004-01-01,0.978,1.087,3.080457010810924,11777966673.3897,0.934,0.928,3.1783651839490363,10694628091.6726,1.03,0.873,3.282701423073008,9861560094.74009,0.948,0.873,2.9019939914851327,9652436179.64605,0.897,0.787,2.988726659567724,7641102523.15082,0.977,0.7398,2.9884006145683184,13872791658.5487
2005-01-01,0.977,0.7398,2.9884006145683184,13872791658.5487,0.978,1.087,3.080457010810924,11777966673.3897,0.934,0.928,3.1783651839490363,10694628091.6726,1.03,0.873,3.282701423073008,9861560094.74009,0.948,0.873,2.9019939914851327,9652436179.64605,1.075,0.7992,2.9016865945441337,16746344766.2044
2006-01-01,1.075,0.7992,2.9016865945441337,16746344766.2044,0.977,0.7398,2.9884006145683184,13872791658.5487,0.978,1.087,3.080457010810924,11777966673.3897,0.934,0.928,3.1783651839490363,10694628091.6726,1.03,0.873,3.282701423073008,9861560094.74009,1.376,0.91,2.819863007666175,19061978586.1278
2007-01-01,1.376,0.91,2.819863007666175,19061978586.1278,1.075,0.7992,2.9016865945441337,16746344766.2044,0.977,0.7398,2.9884006145683184,13872791658.5487,0.978,1.087,3.080457010810924,11777966673.3897,0.934,0.928,3.1783651839490363,10694628091.6726,1.532,0.9474,2.742527489514269,21650532264.2322
2008-01-01,1.532,0.9474,2.742527489514269,21650532264.2322,1.376,0.91,2.819863007666175,19061978586.1278,1.075,0.7992,2.9016865945441337,16746344766.2044,0.977,0.7398,2.9884006145683184,13872791658.5487,0.978,1.087,3.080457010810924,11777966673.3897,1.508,0.9942,2.6693206372543092,26910851361.7555
2009-01-01,1.508,0.9942,2.6693206372543092,26910851361.7555,1.532,0.9474,2.742527489514269,21650532264.2322,1.376,0.91,2.819863007666175,19061978586.1278,1.075,0.7992,2.9016865945441337,16746344766.2044,0.977,0.7398,2.9884006145683184,13872791658.5487,1.639,1.3354,2.5999204248028405,25130274124.2525
