,Electricity: Distribution Losses_lag1,Electricity: Exports_lag1,Electricity: Imports_lag1,Electricity: Installed Capacity_lag1,Electricity: Net Imports_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Exports_lag2,Electricity: Imports_lag2,Electricity: Installed Capacity_lag2,Electricity: Net Imports_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Exports_lag3,Electricity: Imports_lag3,Electricity: Installed Capacity_lag3,Electricity: Net Imports_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Exports_lag4,Electricity: Imports_lag4,Electricity: Installed Capacity_lag4,Electricity: Net Imports_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Exports_lag5,Electricity: Imports_lag5,Electricity: Installed Capacity_lag5,Electricity: Net Imports_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Exports,Electricity: Imports,Electricity: Installed Capacity,Electricity: Net Imports,Population: Growth Rate,Economics: GDP
1997-01-01,1.322,0.437,0.309,2.174,-0.128,0.5467484736090288,20515543039.2132,1.173,0.233,0.22,2.142,-0.013,0.5497542465607002,19297663096.5506,1.199,1.675,0.015,2.2,-1.66,0.5527932509323873,17474647792.3829,1.114,2.256,0.015,2.037,-2.241,0.5558660408906708,15002106518.4847,1.205,3.396,0.012,2.018,-3.384,0.5558660408906708,12878199880.9839,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429
1998-01-01,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429,1.322,0.437,0.309,2.174,-0.128,0.5467484736090288,20515543039.2132,1.173,0.233,0.22,2.142,-0.013,0.5497542465607002,19297663096.5506,1.199,1.675,0.015,2.2,-1.66,0.5527932509323873,17474647792.3829,1.114,2.256,0.015,2.037,-2.241,0.5558660408906708,15002106518.4847,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719
1999-01-01,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429,1.322,0.437,0.309,2.174,-0.128,0.5467484736090288,20515543039.2132,1.173,0.233,0.22,2.142,-0.013,0.5497542465607002,19297663096.5506,1.199,1.675,0.015,2.2,-1.66,0.5527932509323873,17474647792.3829,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202
2000-01-01,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429,1.322,0.437,0.309,2.174,-0.128,0.5467484736090288,20515543039.2132,1.173,0.233,0.22,2.142,-0.013,0.5497542465607002,19297663096.5506,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447
2001-01-01,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429,1.322,0.437,0.309,2.174,-0.128,0.5467484736090288,20515543039.2132,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348
2002-01-01,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719,1.34,0.415,0.271,2.187,-0.144,0.5437753899645217,23969823010.4429,1.607,2.288,0.529,2.184,-1.759,0.1832083500100134,13606494599.4261
2003-01-01,1.607,2.288,0.529,2.184,-1.759,0.1832083500100134,13606494599.4261,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202,1.464,2.234,0.078,2.179,-2.156,0.5408344652421033,25385928188.7719,1.792,1.139,0.434,2.183,-0.705,0.1828733108346387,12045631092.5353
2004-01-01,1.792,1.139,0.434,2.183,-0.705,0.1828733108346387,12045631092.5353,1.607,2.288,0.529,2.184,-1.759,0.1832083500100134,13606494599.4261,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447,1.347,0.215,0.715,2.178,0.5,0.5379251804688974,23983945190.6202,1.807,0.1,2.348,2.057,2.248,0.1825394948168722,13686329890.1191
2005-01-01,1.807,0.1,2.348,2.057,2.248,0.1825394948168722,13686329890.1191,1.792,1.139,0.434,2.183,-0.705,0.1828733108346387,12045631092.5353,1.607,2.288,0.529,2.184,-1.759,0.1832083500100134,13606494599.4261,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348,1.406,0.942,1.328,2.19,0.386,0.5350470277791373,22823255801.8447,1.792,0.841,1.585,2.061,0.744,0.1822068952707375,17362857683.8545
2006-01-01,1.792,0.841,1.585,2.061,0.744,0.1822068952707375,17362857683.8545,1.807,0.1,2.348,2.057,2.248,0.1825394948168722,13686329890.1191,1.792,1.139,0.434,2.183,-0.705,0.1828733108346387,12045631092.5353,1.607,2.288,0.529,2.184,-1.759,0.1832083500100134,13606494599.4261,1.478,1.377,0.335,2.18,-1.042,0.1835446190781728,20898788416.6348,1.065,0.016,2.835,2.26045,2.819,0.1818755055588009,19579457966.0538
