,Electricity: Distribution Losses,Electricity: Installed Capacity,Electricity: Net Consumption,Population: Density,Population: Growth Rate,Economics: GDP
2022-01-01,0.005000442275051612,0.04063350865490696,0.15417746720091915,8.11975068724373,1.6317113564428467,2280009366.4394665
2023-01-01,0.007204221836055015,0.039763259551156414,0.14777400157505227,8.111330667981784,1.748002977609114,2155959312.7088895
2024-01-01,0.0055183043845851085,0.04074940633031719,0.1581315012062019,8.073894927382096,1.5293920439626438,2247194583.861506
2025-01-01,0.006152644716936259,0.04035405987105005,0.15447721495353903,8.004664072954581,1.6707862523967774,2159451004.8519993
2026-01-01,0.004851467446676661,0.040107817586095725,0.1540517076296039,7.786778466334195,1.8096840025345666,2041968854.088512
2027-01-01,0.00585968183031086,0.041028242895032166,0.15531747194787024,8.03136509112039,1.5125812935848137,2223239881.79929
2028-01-01,0.006600255298965514,0.04044417540732016,0.15457197655707308,8.040368994553058,1.6019636775708885,2166693056.048322
2029-01-01,0.006231023128830974,0.04069623473267279,0.15479820493043547,8.04758002422057,1.5857660640697966,2207208130.6896377
2030-01-01,0.006213660954871156,0.04061441110809277,0.1537898922379331,7.995477380325263,1.6197121581258558,2169731167.7954683
2031-01-01,0.005531207500862452,0.04069457170301211,0.15367939397436098,7.862079450110136,1.6758144732458073,2114041527.9002876
