,Electricity: Distribution Losses_lag1,Electricity: Installed Capacity_lag1,Population: Growth Rate_lag1,Economics: GDP_lag1,Electricity: Distribution Losses_lag2,Electricity: Installed Capacity_lag2,Population: Growth Rate_lag2,Economics: GDP_lag2,Electricity: Distribution Losses_lag3,Electricity: Installed Capacity_lag3,Population: Growth Rate_lag3,Economics: GDP_lag3,Electricity: Distribution Losses_lag4,Electricity: Installed Capacity_lag4,Population: Growth Rate_lag4,Economics: GDP_lag4,Electricity: Distribution Losses_lag5,Electricity: Installed Capacity_lag5,Population: Growth Rate_lag5,Economics: GDP_lag5,Electricity: Distribution Losses,Electricity: Installed Capacity,Population: Growth Rate,Economics: GDP
1997-01-01,0.01302,0.0692,2.733696615799247,641660000.0,0.01274,0.0742,2.8105279225027986,620422500.0,0.01225,0.048,2.8918028490387493,581269550.0,0.01316,0.046,2.977918377521994,560205300.0,0.01204,0.043,2.977918377521994,518559700.0,0.014,0.0672,2.6609542008622924,654582900.0
1998-01-01,0.014,0.0672,2.6609542008622924,654582900.0,0.01302,0.0692,2.733696615799247,641660000.0,0.01274,0.0742,2.8105279225027986,620422500.0,0.01225,0.048,2.8918028490387493,581269550.0,0.01316,0.046,2.977918377521994,560205300.0,0.013454,0.058,2.591982727586956,689140000.0
1999-01-01,0.013454,0.058,2.591982727586956,689140000.0,0.014,0.0672,2.6609542008622924,654582900.0,0.01302,0.0692,2.733696615799247,641660000.0,0.01274,0.0742,2.8105279225027986,620422500.0,0.01225,0.048,2.8918028490387493,581269550.0,0.014084,0.0582,2.526496377859709,732732350.0
2000-01-01,0.014084,0.0582,2.526496377859709,732732350.0,0.013454,0.058,2.591982727586956,689140000.0,0.014,0.0672,2.6609542008622924,654582900.0,0.01302,0.0692,2.733696615799247,641660000.0,0.01274,0.0742,2.8105279225027986,620422500.0,0.031,0.066,2.464237506515741,832072450.0
2001-01-01,0.031,0.066,2.464237506515741,832072450.0,0.014084,0.0582,2.526496377859709,732732350.0,0.013454,0.058,2.591982727586956,689140000.0,0.014,0.0672,2.6609542008622924,654582900.0,0.01302,0.0692,2.733696615799247,641660000.0,0.037,0.066,3.3984176767634753,868358750.0
2002-01-01,0.037,0.066,3.3984176767634753,868358750.0,0.031,0.066,2.464237506515741,832072450.0,0.014084,0.0582,2.526496377859709,732732350.0,0.013454,0.058,2.591982727586956,689140000.0,0.014,0.0672,2.6609542008622924,654582900.0,0.036,0.066,3.2867211637487124,925197950.0
2003-01-01,0.036,0.066,3.2867211637487124,925197950.0,0.037,0.066,3.3984176767634753,868358750.0,0.031,0.066,2.464237506515741,832072450.0,0.014084,0.0582,2.526496377859709,732732350.0,0.013454,0.058,2.591982727586956,689140000.0,0.04,0.0883,3.182133314637813,983575600.0
2004-01-01,0.04,0.0883,3.182133314637813,983575600.0,0.036,0.066,3.2867211637487124,925197950.0,0.037,0.066,3.3984176767634753,868358750.0,0.031,0.066,2.464237506515741,832072450.0,0.014084,0.0582,2.526496377859709,732732350.0,0.048,0.0826,3.0839964366063204,1051386600.0
2005-01-01,0.048,0.0826,3.0839964366063204,1051386600.0,0.04,0.0883,3.182133314637813,983575600.0,0.036,0.066,3.2867211637487124,925197950.0,0.037,0.066,3.3984176767634753,868358750.0,0.031,0.066,2.464237506515741,832072450.0,0.054,0.0875,2.991731542444505,1102564900.0
2006-01-01,0.054,0.0875,2.991731542444505,1102564900.0,0.048,0.0826,3.0839964366063204,1051386600.0,0.04,0.0883,3.182133314637813,983575600.0,0.036,0.066,3.2867211637487124,925197950.0,0.037,0.066,3.3984176767634753,868358750.0,0.058,0.0859,2.9048269192479452,1210603750.0
