Country,,Region,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brazil,GDP_growth,Central & South America,-0.544072051030298,4.92469000463774,5.8528703643893,4.2237936336472,2.20886405051482,3.39484598531597,0.338097901952338,0.467937566679467,4.38794944364869,1.3898964044581,3.05346185683619,1.14082899877101,5.75996463685998,3.20213206216255,3.96198870899485,6.06987060733128,5.09419544811998,-0.12581200299141,7.52822581812151,3.97442307944702,1.92117598509462,3.0048226702888,0.503955740273241,-3.54576339347278,-3.2759169063211,1.32286905390815,1.78366676137003,1.41115298506995,-4.05904827267271,
Brazil,GDP_per_capita,Central & South America,2127.50718981169,2348.09004733429,3295.24492362344,4748.38820787605,5166.16393308148,5282.04946994988,5087.07907232375,3479.84383285395,3749.91084752888,3160.24934491441,2839.49150108966,3070.43641941942,3637.3138901512,4790.45656586131,5886.39152194816,7348.18796290712,8831.18364277674,8597.79433526264,11286.071540212,13245.387369564,12370.2232548476,12300.3867121004,12112.8349554875,8813.98980647828,8710.06328995352,9928.67589653405,9151.38173161536,8897.55296585529,6796.84454227877,
Brazil,GDP_per_capita_growth,Central & South America,-2.22770853706096,3.19229935874152,4.13750878454231,2.55952338703105,0.597763255895359,1.79060343608302,-1.18436477142068,-1.00913730251385,2.91182643514742,0.0133708606751668,1.70947096619183,-0.122933723843431,4.49707706267368,2.02630422889041,2.83475848402813,4.97470189602738,4.05441066380965,-1.08194236869856,6.52437005565609,3.02640196933812,1.01454082117884,2.10888584808248,-0.352483145005351,-4.35147506604415,-4.06941092381417,0.508337980314494,0.988960032623851,0.651853445818901,-4.74055319539093,
Brazil,PPP,Central & South America,1060173331912.21,1138750850581.62,1231140868861.27,1310047926509.34,1363501491200.63,1434999659066.74,1456057183573.25,1483991599739.63,1583738322704.83,1640971586326.6,1717826874441.4,1769689965653.55,1922011556195.08,2045343558484.92,2190728444722.49,2386123965616.64,2556455419655.11,2572703709807.47,2798617943636.41,2970630762099.6,2998534424980.66,3133893649534.78,3187155079572.03,3014754849735.87,2939094210373.7,3018705988834.88,3146320980859.84,3247679577278.91,3153407029131.61,
Brazil,PPP_per_capita,Central & South America,6872.66679126337,7260.16886436699,7722.00895793095,8085.72289855934,8282.98833758118,8582.06953149375,8575.87545352509,8611.90238580662,9060.78866695732,9260.76838093081,9568.06602729728,9733.77330392262,10445.3471782104,10988.9611484477,11642.4470546838,12549.9309993023,13312.7667574522,13269.1221073249,14299.5551384925,15040.0610864372,15046.2901818178,15588.7261289147,15718.5649500141,14744.1136344695,14256.163385421,14524.6135408174,15020.4382238881,15388.234915991,14835.4149268998,
Brazil,distribution losses,Central & South America,35.273,38.356,42.015,46.148,50.117,53.877,54.317,58.965,63.571,56.539,57.88,60.221,65.273,66.88,70.55,71.851,77.081,80.112,85.748,87.524,94.367,94.995,93.174,93.076,98.317,97.6189,97.973,105.647,105.727,108.403
Brazil,exports,Central & South America,0.008,0.011,0.0,0.0,0.008,0.008,0.008,0.005,0.004,0.006,0.01,0.006,0.007,0.16,0.283,2.034,0.689,1.08,1.257,2.544,0.467,0.0,0.003,0.219,0.518,0.156,0.001,0.199,0.395,0.044
Brazil,imports,Central & South America,24.55,28.21,33.11,35.46,40.213,40.478,39.412,39.9,43.0,37.86,36.57,38.2,37.392,39.202,41.447,40.866,42.901,41.064,35.906,38.43,40.722,40.334,33.778,34.642,41.313,36.511,34.98,25.156,25.113,23.147
Brazil,installed capacity,Central & South America,53.069,54.108,55.493,56.885,59.263,60.794,62.84,65.591,76.403,78.909,85.044,89.119,93.77465,96.621,100.712,104.339,107.702,112.164,120.582,126.041,130.787,138.246,146.156,154.087,164.544,172.169,178.681,187.631,195.035,204.999
Brazil,net consumption,Central & South America,228.10914,239.094122,247.990752,261.50987,277.74329,290.86791,302.90687,310.61948,321.99852,304.48298,318.97716,336.86862,353.29366,367.88328,382.53928,404.16758,419.80854,418.53774,459.68232,475.7648,493.05156,508.82972,522.46688,512.906384,513.88606,519.883011,531.1582795,537.9698027,533.36096,577.2953567
Brazil,net generation,Central & South America,238.84014,249.251122,256.895752,272.19787,287.65529,304.27491,317.81987,329.68948,342.57352,323.16798,340.29716,358.89562,381.18166,395.72128,411.92528,437.18658,454.67754,458.66574,510.78132,527.4028,547.16356,563.49072,581.86588,571.559384,571.40806,581.146911,594.1522795,618.6598027,614.36996,662.5953567
Brazil,net imports,Central & South America,24.542,28.199,33.11,35.46,40.205,40.47,39.404,39.895,42.996,37.854,36.56,38.194,37.385,39.042,41.164,38.832,42.212,39.984,34.649,35.886,40.255,40.334,33.775,34.423,40.795,36.355,34.979,24.957,24.718,23.103
Brunei,GDP,Asia & Oceania,4183548189.07305,4105706151.75145,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4600000000.0,6001153306.2645,5601090584.36122,5843329107.56171,6557333084.60567,7872333215.00414,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105,12005825769.5087,
Brunei,GDP_growth,Asia & Oceania,4.75858084552159,0.304572874141869,3.14539739535876,4.47870733983748,2.87831774721235,-1.47117157218257,-0.558508851097471,3.05215714160208,2.84942185782727,2.74404051765202,3.87209696704298,2.90395547653115,0.504318252687327,0.38750720823208,4.39771967752176,0.154581811742773,-1.93971463784671,-1.76453554132601,2.59896574643226,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.13357335070793,
Brunei,GDP_per_capita,Asia & Oceania,15274.6677075047,14575.5745862436,14120.9525583928,15933.4528281823,16793.3912313027,16660.1476273967,12694.1489574427,14101.1728497244,18012.5021948953,16472.0032948215,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468,27158.4056535724,28571.608291419,31628.4762566009,31085.9619255901,27442.95382794,
Brunei,GDP_per_capita_growth,Asia & Oceania,1.82108120737166,-2.47149694213029,0.377292676900609,1.78508709486876,0.342665427449788,-3.79003944172128,-2.79359373997235,0.815875987496483,0.703316970907181,0.667930263777336,1.85322624159731,1.00546276705033,-1.21225839212993,-1.17365831338412,2.94564450821129,-1.10213493246205,-3.09007210677792,-2.91193207125471,1.34972274167168,2.41373998235773,-0.430143838382321,-3.43701998535596,-3.78451965407254,-1.62537351861698,-3.61089864285825,0.209044441908858,-0.992460952847097,2.82969002187825,0.165658548031232,
Brunei,PPP,Asia & Oceania,16517501924.4194,16960523110.4211,17867569963.7186,19059251493.3829,19966850512.137,20024891666.3744,20137176323.1266,21051409730.2095,22135261424.2843,23241505278.1541,24523299248.7259,25704091177.389,26529220186.5056,27461594984.134,29536870000.7498,30377197856.8618,30367382091.4862,30058959574.4164,31199547021.6826,33044207206.1251,35209872643.723,33885246844.1847,33344140243.0964,25948980972.9153,23633069098.5308,25891019749.5614,26526507870.9433,28044707686.4434,28704441736.3112,
Brunei,PPP_per_capita,Asia & Oceania,60307.5049816693,60211.1696454933,61728.9566619632,64148.3733184218,65546.7484476954,64190.1631172206,63099.2411459933,64532.5146382727,66439.1367194862,68349.9303844996,70717.7790012773,72755.3211265061,73808.3213789057,75214.167116211,79772.8905497993,81012.9900947598,80036.7459938278,78298.5229939319,80280.0244489225,83935.2257151622,88245.9583498698,83788.5108927602,81371.2308691448,62540.6252209261,56297.2267116989,60994.5315563275,61839.1175656081,64724.1324324328,65612.7020622772,
Brunei,distribution losses,Asia & Oceania,0.087,0.064,0.048,0.069,0.043,0.029,0.029,0.028,0.029,0.307,0.34,0.392,0.122,0.174,0.176,0.165,0.164,0.218,0.368,0.267,0.243,0.409,0.289,0.269,0.243,0.481,0.481,0.497,0.439,0.439
Brunei,exports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,imports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brunei,installed capacity,Asia & Oceania,0.417,0.469,0.475,0.65,0.707,0.707,0.769,0.77,0.763,0.761,0.761,0.86,0.874,0.759,0.759,0.759,0.759,0.768,0.889,0.895,0.915,0.916,0.92,0.923,0.923,0.993,1.007,1.1088,1.261,1.265
Brunei,net consumption,Asia & Oceania,1.237,1.39,1.515,1.779,1.953,2.234,2.324,2.26,2.36142,2.11726,2.19894,2.60754,2.94616,2.89416,2.92412,3.0263,3.05362,3.17728,3.19648,3.23262,3.45132,3.729,3.94676,3.67812,3.77086,3.4267,3.55548,4.14014,3.963896567,4.245993947
Brunei,net generation,Asia & Oceania,1.324,1.454,1.563,1.848,1.996,2.263,2.353,2.288,2.39042,2.42426,2.53894,2.99954,3.06816,3.06816,3.10012,3.1913,3.21762,3.39528,3.56448,3.49962,3.69432,4.138,4.23576,3.94712,4.01386,3.9077,4.03648,4.63714,4.402896567,4.684993947
Brunei,net imports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,GDP,Europe,10350515463.9175,10829710144.9275,9697416974.16974,18983303571.4286,12294221472.7375,11315986087.1633,15030695296.5235,13627323284.5405,13245833843.5454,14183497963.1071,16402846413.0958,21144983551.6823,26157894736.8421,29869283400.0381,34379808888.6039,44405101469.5591,54438966419.8639,52023504656.2878,50682061053.2016,57678241023.818,54300857424.4415,55810138436.4821,57082011260.3446,50781996712.7635,53953897624.4344,59199447421.4924,66363422450.2112,68915416141.9576,69889347433.4324,
Bulgaria,GDP_growth,Europe,-7.27238799854572,-1.48021475855352,1.81801119768087,2.85505105462553,5.20539174237811,-14.1153810605892,3.78912206655124,-8.39609116100274,4.58722534164882,3.82370366409026,5.87193027784163,5.23715427768168,6.51042637870198,7.05634752647417,6.80258938160358,6.59138083729613,6.11601796399745,-3.2718542794976,1.54180144307578,2.10120575009232,0.754930385981893,-0.56049396557782,0.96686903234496,3.42805491352132,3.03982527630795,2.76217095961262,2.68457613091411,4.03759208211947,-4.38714983385256,
Bulgaria,GDP_per_capita,Europe,1211.98087810931,1278.24717346108,1148.4943993817,2258.28601787597,1470.10370331004,1361.3923860059,1820.40509424896,1659.71834595525,1621.24296080247,1770.91353394746,2092.95769387611,2719.49765607059,3389.70704883102,3899.90763774017,4523.0508329806,5885.10434781837,7265.73549682997,6988.23332468094,6853.00285388669,7849.16528274432,7432.47876568071,7681.93461995882,7901.78587639382,7074.68102325059,7569.47881476759,8366.29322145748,9446.70077185518,9879.26853313318,10079.2033812203,
Bulgaria,GDP_per_capita_growth,Europe,-6.27126389725564,-0.691213461219803,2.16435873128593,3.31418764439739,5.74936890324838,-13.590922948826,4.48402565810406,-7.88107310149523,5.10505561982659,5.91115959894928,8.19521551354288,6.07406238426114,7.31740552554197,7.86550022289509,7.61684962906293,7.37801683034824,6.86349070130127,-2.64664096054558,2.21243106343319,2.75801177413106,1.34021710890744,-0.002423380385224,1.54238792053928,4.09010768554509,3.76506855458946,3.51553833482474,3.42872477679667,4.77250206361659,-3.81151594165073,
Bulgaria,PPP,Europe,59065261509.0793,59570292368.5683,61948491622.9964,65053238123.5232,57260138653.6366,47798043632.7839,51007564201.2472,47685758137.2379,52468510708.6717,55735446319.015,61023649905.0158,65444800367.9274,71006719143.5679,78821833750.4599,86713356360.4246,96666032169.8802,107411216119.713,105570797722.546,110612181615.067,115714748426.258,119289608551.244,120942415882.877,127263488552.679,132017089872.021,143086580996.863,151920196034.544,161506341673.843,171072113819.527,170672701599.892,
Bulgaria,PPP_per_capita,Europe,6916.17415181714,7031.17228654894,7336.7470810697,7738.8436379966,6846.98433922176,5750.43943730777,6177.65365376397,5807.81170069875,6421.95913484706,6958.97841729051,7786.4484224601,8416.98366742999,9201.50412778876,10291.4377739545,11408.1180610219,12811.3587714533,14335.7146000831,14181.1546844467,14956.4871777211,15747.0853813627,16327.8726078533,16647.0063974042,17616.913178474,18391.9274727456,20074.3762957132,21469.9454411605,22990.1054861125,24523.7922886874,24613.8350724496,
Bulgaria,distribution losses,Europe,6.413,5.847,5.761,6.23,5.885,6.253,5.595,6.623,6.29,6.135,6.181,6.026,5.092,4.883,4.907,4.692,4.669,4.512,4.48,4.396,4.231,3.895,4.013,3.785,3.577,3.476,3.101884,2.767,2.595,2.429857143
Bulgaria,exports,Europe,0.584,1.52,1.23,2.121,2.252,4.335,4.211,3.627,5.584,8.017,8.335,6.772,6.62,8.38,8.882,7.533,8.441,7.735,9.613,12.11,10.661,9.532,13.774,14.826,10.94,9.186,10.03,8.855,7.115,10.635
Bulgaria,imports,Europe,3.15,1.65,1.2,2.0,1.803,0.8,0.565,1.7,0.964,0.83,2.04,1.283,0.741,0.799,1.139,3.058,3.097,2.662,1.167,1.449,2.353,3.351,4.319,4.251,4.568,3.705,2.223,3.045,3.706736,1.857
Bulgaria,installed capacity,Europe,12.087,12.087,12.087,12.087,12.087,12.428,12.428,12.116,12.019,11.844,12.95,12.125,12.332,12.638,12.392,9.869,9.807,9.613,10.204,10.202,11.63,11.522,11.364,10.918,10.751,10.720753,10.725002,10.661231,10.810456,10.901456
Bulgaria,net consumption,Europe,29.857,30.235,30.2755,33.218,34.733,30.066,30.012,27.362,27.4082,27.33136,28.27948,28.01322,27.82862,28.7814,30.03836,31.084732,31.71058,30.04748,30.18372,31.67922,31.1471,30.39022,30.8615,29.719049,30.268008,31.474095,30.5964996,30.1619512,29.6623552,30.32132826
Bulgaria,net generation,Europe,33.704,35.952,36.0665,39.569,41.067,39.854,39.253,35.912,38.3182,40.65336,40.75548,39.52822,38.79962,41.2454,42.68836,40.251732,41.72358,39.63248,43.10972,46.73622,43.6861,40.46622,44.3295,44.079049,40.217008,40.431095,41.5053836,38.7389512,35.6656192,41.5291854
Bulgaria,net imports,Europe,2.566,0.13,-0.03,-0.121,-0.449,-3.535,-3.646,-1.927,-4.62,-7.187,-6.295,-5.489,-5.879,-7.581,-7.743,-4.475,-5.344,-5.073,-8.446,-10.661,-8.308,-6.181,-9.455,-10.575,-6.372,-5.481,-7.807,-5.81,-3.408264,-8.778
Burkina Faso,GDP,Africa,3356692517.86417,3199536227.94818,1895290623.44033,2379518099.2266,2586550747.09844,2447668984.53131,2804902248.28537,3389566982.51573,2968369991.46729,3190371050.45524,3622350203.94595,4740768355.22974,5451688868.42974,6146352742.03313,6547420133.69942,7625723123.54939,9451436358.96861,9450697335.53565,10109618964.2848,12080296644.0643,12561016091.4673,13444301139.1384,13943016923.9017,11832159275.603,12833363370.174,14106956830.0857,15890065019.7634,16178162030.0694,17933606353.1775,
Burkina Faso,GDP_growth,Africa,0.232710761845951,3.46138493945818,1.31500727210265,5.71637386269622,11.014743869558,6.31683473483768,7.30771963496896,7.39523780111931,1.88847388906525,6.61340574539679,4.35296382988099,7.80249388870359,4.47845213670386,8.66187322841225,6.25316468817478,4.11137901761516,5.79999174105387,2.96195085866692,8.44628157707625,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.68811514943657,1.93032488957256,
Burkina Faso,GDP_per_capita,Africa,361.046875627391,334.943236997182,193.070280195262,235.832150553486,249.360558855403,229.492949313014,255.718236662883,300.421723896109,255.718687257319,267.097599629023,294.665388546593,374.627357970473,418.37666028192,457.933430763383,473.449868166334,535.062279451535,643.404581023036,624.175164544582,647.836095537879,751.172770411005,758.000426972403,787.469438309085,792.84623742527,653.32726813947,688.250696258197,734.996267960528,804.500537821516,796.115206827676,857.932729650223,
Burkina Faso,GDP_per_capita_growth,Africa,-2.43047006996461,0.695587052115812,-1.4108297283898,2.8529243359249,7.98748371206437,3.39795318858617,4.34178783710468,4.40665135038371,-0.966443018732505,3.60868756854542,1.39456834024772,4.72270959735673,1.46408937655436,5.49349236195758,3.12424828216244,1.0224068238403,2.64756831685142,-0.107459605813844,5.22099169912576,3.46203091718995,3.30920251110012,2.68476801476167,1.28212746983034,0.911075762596241,2.91366558534006,3.17736075265671,3.59163480841336,2.72407212531654,-0.907160523079824,
Burkina Faso,PPP,Africa,6004980400.78973,6360101197.4054,6581338077.9775,7103444925.38865,8030258957.33215,8690182135.43683,9430193718.02498,10273801310.7499,10701824788.6934,11659840501.0674,12359848400.9137,13571668356.7838,14561210412.9236,16315345253.9871,17860180506.1432,19093979820.3741,20594373474.422,21366020198.687,23440650603.1545,25515102554.621,26835475975.0516,28735314121.1823,29760893893.8537,31032905189.7743,35340335154.5367,39238401912.359,42834257969.6585,46078870838.4397,47534406014.5047,
Burkina Faso,PPP_per_capita,Africa,645.897531683473,665.806770393949,670.430577273876,704.016789633638,774.169949536173,814.789720723018,859.734955268716,910.580353379181,921.939176749921,976.160879295841,1005.42999058038,1072.46713586937,1117.46483140297,1215.57325780426,1291.48579644952,1339.73764860948,1401.95772721559,1411.12752844523,1502.10404736947,1586.57116112236,1619.39942588838,1683.10583320456,1692.30324218467,1713.52013591224,1895.29506603366,2044.38698676758,2168.66221320779,2267.50663763582,2274.01683192965,
Burkina Faso,distribution losses,Africa,0.0133,0.01435,0.01442,0.01624,0.01841,0.01974,0.02184,0.02436,0.049,0.064,0.057,0.069,0.0764,0.082,0.0849,0.103,0.095,0.102,0.1031,0.1148,0.1354,0.1578,0.1745,0.1832,0.1832,0.2235,0.219,0.1614,0.18,0.18
Burkina Faso,exports,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,imports,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.1105,0.0692,0.0962,0.1253,0.1393,0.124,0.1357,0.1446,0.3845,0.4952,0.5149,0.5316,0.488382,0.443,0.6297,0.6454,0.8374,1.087266,1.0,1.061478571
Burkina Faso,installed capacity,Africa,0.083,0.075,0.078,0.078,0.121,0.121,0.121,0.121,0.1215,0.1775,0.1775,0.1777,0.2141,0.237,0.256,0.251,0.254,0.254,0.242,0.267,0.304,0.25415,0.2925,0.3339,0.3359,0.3729,0.3879,0.3898,0.3918,0.3918
Burkina Faso,net consumption,Africa,0.1767,0.19065,0.19158,0.21576,0.24459,0.26226,0.29016,0.32364,0.269,0.3297,0.41842,0.444862,0.492034,0.532768,0.573925,0.60252,0.629733,0.707016,0.9157,1.07388,1.24784,1.35648,1.431962,1.69966,1.9974,2.06792,2.2648,2.651386,2.467133174,2.642688237
Burkina Faso,net generation,Africa,0.19,0.205,0.206,0.232,0.263,0.282,0.312,0.348,0.318,0.327,0.36492,0.444662,0.472234,0.489468,0.519525,0.58152,0.589033,0.664416,0.6343,0.69348,0.86834,0.98268,1.11808,1.43986,1.5509,1.64602,1.6464,1.72552,1.647133174,1.761209666
Burkina Faso,net imports,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.1105,0.0692,0.0962,0.1253,0.1393,0.124,0.1357,0.1446,0.3845,0.4952,0.5149,0.5316,0.488382,0.443,0.6297,0.6454,0.8374,1.087266,1.0,1.061478571
Burma,GDP,Asia & Oceania,2216073327.6884,2809748387.09677,3821535779.81651,4879259320.7547,5759624742.26804,5633071709.23378,4613070974.82993,5643818689.479,6849321645.95623,6220271055.11329,6110633153.68778,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,15591182544.7092,23013015832.1023,29455165594.6859,37796052938.7278,54118601974.7947,58318677644.9492,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676,
Burma,GDP_growth,Asia & Oceania,4.48833584600598,7.7667382558005,6.7797675954762,7.20345539648366,6.68690034247324,6.03480422772047,5.76184722120743,8.47803411859398,12.4181916439086,12.4677300367596,11.703045621276,12.9863248927921,13.6952873426046,13.5669420088724,13.30686930826,12.5004862939068,11.0742676521013,10.4098444030112,10.0692860939855,7.52005722724248,6.4857540044064,7.89866947823812,8.19966375042618,3.27727941700189,10.5077807807102,5.75006450029507,6.404977325147,6.7504601462238,3.17377440041078,
Burma,GDP_per_capita,Asia & Oceania,52.2638021442921,65.5105831471541,88.0874696307724,111.140813615821,129.568938175416,125.103689144538,101.138951662111,122.210639087094,146.604578778661,131.715307167639,128.099708050718,161.055523608734,193.368765760833,216.311501416722,240.624014213031,314.202294226442,460.908889194564,586.168180241432,746.945359978558,1061.34442894693,1134.30222376609,1168.16540042288,1210.09763633096,1196.74335747421,1136.61066545868,1151.11446155062,1250.17369130663,1271.1115749486,1467.60428115143,
Burma,GDP_per_capita_growth,Asia & Oceania,3.2278869842504,6.53980529459275,5.56528905205131,5.93811728949758,5.36542836136429,4.680687116678,4.40769353946764,7.13946090147743,11.1221425205214,11.2640580548445,10.5859627817545,11.9379944970906,12.7223600890219,12.6726921423755,12.4999071412323,11.7740159921418,10.3887233907891,9.70515128821256,9.30694693154884,6.69814699980058,5.60946691519446,6.98566121465893,7.31315229339724,2.49328468190495,9.74847882390068,5.08183410223336,5.759520090802,6.08461268337797,2.48283933592906,
Burma,PPP,Asia & Oceania,18473554258.4606,20380242293.9087,22226685737.7043,24327419920.5913,26429382763.8648,28525466108.2044,30508618806.8975,33572978859.667,38585851499.1599,44348504006.1914,50322213380.0249,57913112197.9828,67617152379.3827,79182719268.1953,92434554705.7798,106782766813.712,120915261455.339,134520107197.597,149790653610.686,164419280388.933,182371121892.131,196135709328.632,209644114866.49,216277729440.661,213834731308.334,225516863812.204,245722590123.938,266992626560.549,278786295558.895,
Burma,PPP_per_capita,Asia & Oceania,435.679709963905,475.174774896407,512.331329004791,554.13518024085,594.557321801685,633.515997826567,668.884077358542,726.985650716598,825.901132733347,939.087183797067,1054.92519029011,1202.79183487972,1392.31676831569,1617.62678007034,1874.90036379915,2151.9464749068,2421.71296672503,2676.99756052717,2960.24121524112,3224.50101969619,3547.13065293373,3782.57259536657,4009.96256191736,4105.44337698664,4031.17973614038,4224.54503061412,4575.13099039776,4940.15249914319,5123.82560314223,
Burma,distribution losses,Asia & Oceania,1.121,1.212,1.252,1.545,1.383,1.542,1.18,1.494,1.602,1.46,1.584,1.576,1.699,2.352,1.809,1.96,1.921,1.971,2.313,2.708,2.71,2.635,2.901,2.573,2.385,2.88227,2.960066,3.4048,3.579527,3.705993214
Burma,exports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381,1.393,1.431,1.276,1.341,1.341
Burma,imports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burma,installed capacity,Asia & Oceania,1.11,1.115,1.161,1.322,1.393,1.401,1.356,1.151,1.151,1.19,1.19,1.205,1.562,1.691,1.685,1.718,1.749,2.545,3.4144,3.59,3.774,4.054,4.588271,5.214822,5.316011,5.737787,5.971548,7.305006,7.301006,7.297006
Burma,net consumption,Asia & Oceania,1.771,2.055,2.207,2.349,2.407,2.719,2.759,2.919,3.30344,3.03898,3.40558,3.801,3.69394,3.45486,4.15366,4.2382,4.50894,4.83952,5.03532,6.9476,7.96104,9.53356,11.08232,13.14574,12.77562,16.18499,17.988794,19.05268,18.63952487,17.31460198
Burma,net generation,Asia & Oceania,2.892,3.267,3.459,3.894,3.79,4.261,3.939,4.413,4.90544,4.49898,4.98958,5.377,5.39294,5.80686,5.96266,6.1982,6.42994,6.81052,7.34832,9.6556,10.67104,12.16856,13.98332,15.71874,17.54162,20.46026,22.37986,23.73348,23.56005187,22.3615952
Burma,net imports,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.381,-1.393,-1.431,-1.276,-1.341,-1.341
Burundi,GDP,Africa,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135246.50004,2235820867.82743,2333308099.46249,2451625332.74584,2705783272.07443,3104394858.11518,2732808556.84172,2748180473.71333,2668495742.88443,2631434363.22693,2841786382.19063,
Burundi,GDP_growth,Africa,1.00999837099629,-6.24000000139047,-3.82999999619828,-7.92000000374772,-7.99999999794093,-1.58999999685828,4.74999999509613,-1.00999999649815,-0.856864058424151,2.05580710835243,4.44651941224797,-1.22372796023444,4.83365776809453,0.900000000901912,5.41380714491444,3.45195248952621,4.8617129950775,3.81274693652152,5.12416330338039,4.03260249625296,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669987,0.297577119233125,
Burundi,GDP_per_capita,Africa,190.488879935296,161.887525025872,156.812380979725,167.098887846036,143.402323772521,158.914669880487,144.493017302487,128.938918689721,136.46397080034,134.363426917623,123.117536141087,113.567251308875,128.336702810905,151.681566343002,167.376462504995,172.495596648941,198.352851736367,212.137057219997,234.235538877634,249.577979366801,252.358870682831,256.975652630896,274.857836231788,305.549652502657,260.56522079627,253.826354063895,238.783467020173,228.213589244227,238.990725856496,
Burundi,GDP_per_capita_growth,Africa,-1.13340227429833,-8.05898851026666,-5.47512186851073,-9.27465956523915,-9.10923266865986,-2.58693867672865,3.67577111318835,-2.29837501720709,-2.59355929289052,-0.238105999856074,1.66446458199529,-4.15510894091354,1.56257813559226,-2.29446149376258,2.04691410160206,0.104847755259385,1.45655117316197,0.455731439010847,1.75624461627567,0.748489230350486,1.19801289223665,1.68737530450396,1.02162635595062,-6.8864045414511,-3.70833487696058,-2.64677820864496,-1.5575434549573,-1.29476823572824,-2.74070846256809,
Burundi,PPP,Africa,3749171575.05258,3598545997.92306,3534622757.6616,3322928056.98163,3113068217.85374,3118352162.52856,3303238719.97174,3317086594.10514,3362180905.95967,3506563882.74682,3720415742.34283,3743134142.91074,4029708575.80255,4192628759.83366,4553356025.89181,4837073839.93406,5170900206.2792,5408976901.06728,5752399507.71457,6109378663.94635,6386094258.45455,7069203706.21655,7649427870.69596,8551152238.70251,8358351140.30498,8375481076.5592,8714651910.38732,9033653418.07496,9169733231.23839,
Burundi,PPP_per_capita,Africa,659.418885788315,620.647202996567,599.19381736549,555.019815618797,513.698302151897,509.357390733055,534.023852953706,529.283026766492,527.080874650023,537.359461223141,554.944847680609,541.763919368898,565.042746654446,569.274971643531,598.507597533049,615.229559660846,636.332024089182,644.105174174961,663.05448953244,681.971621284674,690.687841656639,740.983221098929,777.041241495558,841.646025860003,796.944083373075,773.572858670972,779.808175667897,783.451983198669,771.163242451307,
