Country,,Region,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Antigua and Barbuda,PPP_per_capita,Central & South America,12284.9135544929,12974.8135723006,13837.1117719592,13221.9493357343,14045.649274412,14757.1243071288,15306.5048821576,15789.4351996682,16843.1216095067,16173.3262222136,16367.734900892,17458.8837289464,18718.3707760024,20269.690993938,23180.4007139502,25613.5465027525,25690.689492805,22435.3937041743,20611.4457775542,20347.8684831466,19598.0238599601,18797.6263678382,19039.0045029811,18911.3068944389,19920.2657838504,19840.2840357027,21521.8850511088,22774.1742001371,18241.868195762,
Antigua and Barbuda,distribution losses,Central & South America,0.00623,0.00623,0.00637,0.00644,0.00644,0.00651,0.00665,0.00665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.065,0.065,0.065
Antigua and Barbuda,exports,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,imports,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,installed capacity,Central & South America,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.055,0.055,0.055,0.055,0.055,0.0551,0.0843,0.0844,0.1104,0.1104,0.113,0.114,0.1172,0.091,0.118,0.126,0.126
Antigua and Barbuda,net consumption,Central & South America,0.08277,0.08277,0.08463,0.08556,0.08556,0.08649,0.08835,0.08835,0.141,0.161,0.18,0.198,0.208,0.228,0.243,0.263,0.271,0.308,0.3192,0.3185,0.3105,0.3106,0.3166,0.325355,0.328,0.329142,0.28,0.276,0.262424051,0.28587519
Antigua and Barbuda,net generation,Central & South America,0.089,0.089,0.091,0.092,0.092,0.093,0.095,0.095,0.141,0.161,0.18,0.198,0.208,0.228,0.243,0.263,0.271,0.308,0.3192,0.3185,0.3105,0.3106,0.3166,0.325355,0.328,0.329142,0.335,0.341,0.327424051,0.35087519
Antigua and Barbuda,net imports,Central & South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,GDP,Central & South America,228788617201.696,236741715015.015,257440000000.0,258031750000.0,272149750000.0,292859000000.0,298948250000.0,283523000000.0,284203750000.0,268696750000.0,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557531376217.967,643628665302.155,524819742918.669,451932356085.842,389288056265.325,
Argentina,GDP_growth,Central & South America,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.0259342366392,-9.89526896368687,
Argentina,GDP_per_capita,Central & South America,6823.53883710424,6969.11972904571,7483.14033425721,7408.70866363112,7721.35410460355,8213.12512693705,8289.5075682025,7774.73620280001,7708.09911454041,7208.37311355372,2593.404563368,3349.80630031036,4277.72157290954,5109.85224490403,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11795.1593866287,10056.637940265,8579.01777315683,
Argentina,GDP_per_capita_growth,Central & South America,6.48763181805525,6.80292690150243,4.50545680141448,-4.03215881088221,4.27458646483123,6.86473336181048,2.68100281607806,-4.4551784591153,-1.87493636731784,-5.44704817261687,-11.8547817184023,7.67653404752819,7.88493750549884,7.72948899640498,6.95553357619964,7.9242108884188,3.02950065191851,-6.85422505520184,9.30012292248985,4.78868313859435,-2.14528444981812,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.60160975657155,-2.99438788864292,-10.7651077297352,
Argentina,PPP,Central & South America,292159264258.284,323630227657.508,349832146514.708,347005607350.473,372888233736.503,410342067258.763,430937274294.631,422359326228.804,428394155078.285,418489172661.132,378795278976.384,419925810757.286,470169433019.259,527729109507.491,587451576462.842,657569211584.856,697557858459.69,661275816702.498,736718360687.747,797263881242.037,819697901873.041,849616000404.317,839896688260.086,867176759338.262,885227528869.049,1039330591568.54,1036428172096.8,1033557797795.68,942508330081.911,
Argentina,PPP_per_capita,Central & South America,8713.54576407406,9526.91334664213,10168.750177921,9963.36090231541,10579.4772698476,11507.8954146611,11949.4186592024,11581.8905140722,11618.7932334926,11226.8797464943,10052.4882560869,11025.1860988296,12214.7407113551,13568.7692061284,14951.7289508076,16570.0078336983,17404.0691420333,16334.7408131075,18061.9343589164,19322.2271236942,19641.3528638347,20131.6804246983,19683.7715056442,20105.1989918165,20307.870052142,23597.117752839,23293.3986337639,22999.2750525577,20770.7264196415,
Argentina,distribution losses,Central & South America,11.397,12.479,11.56,11.863,12.212,11.758,11.223,11.932,13.188,12.847,14.501,14.049,15.445,15.956,14.575,17.957,16.274,17.98,16.817,18.701,18.445,22.278,17.808,17.872,20.432,22.985,23.676,20.862,20.74,22.328
Argentina,exports,Central & South America,0.01,0.023,0.011,0.22,0.3,0.277,0.0,1.08,6.023,5.662,2.856,2.543,4.144,4.14,5.06,2.676,2.975,2.445,1.701,1.263,0.506,0.247,0.166,0.055,0.329,0.069,0.28,0.261,3.089,3.851
Argentina,imports,Central & South America,3.26,2.0,1.2,2.35,3.7,5.265,7.9,6.5,7.245,7.42,8.7,7.578,7.612,8.017,7.418,10.275,8.458,8.601,10.301,10.929,8.118,8.043,10.028,9.018,9.851,10.531,9.842,10.948,7.802,6.349
Argentina,installed capacity,Central & South America,17.243,18.115,19.199,20.168,20.5216,21.708,23.166,23.423,26.81015,28.028,28.237,28.461,28.655,28.716,28.71,29.579,31.474,32.622,33.038673,33.991648,35.181,39.701,37.907187,38.863104,38.628442,39.907742,42.201342,43.437,44.785,45.795
Argentina,net consumption,Central & South America,45.292,48.407,49.934,54.938,57.928,62.78,67.908,70.43,73.22606,75.3954,72.47154,79.1119,83.65271,88.60102,99.04709,100.1531,103.69982,104.3041,111.17157,113.58529,117.71058,117.67703,123.61153,128.650162,128.457123,125.838716,125.4050962,122.7998624,122.5348813,126.7355285
Argentina,net generation,Central & South America,53.439,58.909,60.305,64.671,66.74,69.55,71.231,76.942,85.19206,86.4844,81.12854,88.1259,95.62971,100.68002,111.26409,110.5111,114.49082,116.1281,119.38857,122.62029,128.54358,132.15903,131.55753,137.559162,139.367123,138.361716,139.5190962,132.9748624,138.5618813,146.5655285
Argentina,net imports,Central & South America,3.25,1.977,1.189,2.13,3.4,4.988,7.9,5.42,1.222,1.758,5.844,5.035,3.468,3.877,2.358,7.599,5.483,6.156,8.6,9.666,7.612,7.796,9.862,8.963,9.522,10.462,9.562,10.687,4.713,2.498
Armenia,GDP,Eurasia,1272835453.42634,1201312829.27524,1315158636.67553,1468317435.20148,1596968946.23708,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469950.09033,6384451606.1421,9206301700.39619,11662040713.8753,8647936747.98704,9260284937.79781,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7542,10553337672.9872,10546135160.031,11527458565.7334,12457941907.0333,13619291361.2814,12641209802.112,
Armenia,GDP_growth,Eurasia,-41.8000027457562,-8.7999987932935,5.40000277917656,6.89999841973659,5.86540074943565,3.32107970046953,7.29999998770998,3.30000000058166,5.90000000312092,9.59999999927597,13.1999999979356,14.0000000015501,10.4999999988202,13.8999999991133,13.1999999994661,13.7000000015467,6.90000000042959,-14.1000000006998,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.40000000000001,
Armenia,GDP_per_capita,Eurasia,369.707232276548,357.202848575393,400.515593762192,456.374933276273,504.059842642233,523.284410700367,609.17165368466,597.432898792278,622.740922945281,694.423455373229,783.241214960091,930.125472654125,1191.92100563238,1643.75688889146,2158.1480742298,3139.28071035448,4010.86138084833,2994.34047090816,3218.37829927419,3525.80719813557,3681.84469060495,3838.17387997786,3986.23162376713,3607.28929855361,3591.82805221639,3914.52785436696,4220.54032079145,4604.64632355695,4266.01807420946,
Armenia,GDP_per_capita_growth,Eurasia,-40.7446563644219,-6.63847010863654,7.95011570814775,9.10338804119353,7.50727341747417,4.47964412061602,8.14184853415614,3.95781843491081,6.57008656499229,10.2794031236835,13.8234630708028,14.6058215923266,11.1342293408202,14.6432076407036,14.0786074163543,14.695868262481,7.81913819445141,-13.5193908169314,2.58289738298329,4.72831760012215,6.91369862302516,2.82392616906515,3.07317867812573,2.7359180235262,-0.161329865469654,7.18452239016769,4.9522308356251,7.38219727969849,-7.5720605257634,
Armenia,PPP,Eurasia,5329816706.49745,4976010199.69282,5356711773.86583,5846400147.93725,6302639313.86128,6628399563.03319,7192322810.54708,7536939292.96301,8160045754.95071,9139577172.24627,10509650580.8786,12203500269.3471,13847909043.5482,16264081042.8076,18968092453.3076,22146063400.512,24134635012.4078,20889699218.1128,21598045116.0039,23085520248.3701,27009096448.5442,28500152360.1441,29231468082.419,29166842740.5397,31429192104.4042,35676528915.4363,38432837649.8584,42091960116.6691,39446908401.983,
Armenia,PPP_per_capita,Eurasia,1548.09624275955,1479.58547894875,1631.32152798393,1817.14826334888,1989.33572769927,2115.61704374486,2313.61779300261,2439.91275322368,2658.34432173041,2995.90884550107,3463.98606346213,4043.65506161727,4614.86980387949,5455.43499457867,6411.81964016089,7551.64363563305,8300.49198824733,7233.03992810233,7506.32190855914,8025.4584849173,9364.37529918435,9835.80246091985,10036.8898405952,9969.66485397823,10704.2297624759,12115.1392902637,13020.3963185992,14231.1801885329,13312.1138600539,
Armenia,distribution losses,Eurasia,2.53,2.39,2.241,2.195,2.349,1.251,1.764,1.437,1.512,1.502,1.414,1.24,0.956,1.001,0.779,0.7754,0.892,0.843,0.73,0.904,0.981,0.949,0.929,0.812,0.706,0.668,0.611,0.548,0.565,0.565
Armenia,exports,Eurasia,0.052,0.131,0.0,0.0,0.0,0.124,0.387,0.704,0.815,0.701,0.66,0.583,1.012,1.1511,0.7545,0.4513,0.36,0.336,1.061,1.383,1.696,1.313,1.314,1.424,1.229,1.44,1.627,1.251,1.333,0.995
Armenia,imports,Eurasia,0.325,0.114,0.02,0.015,0.0,0.0,0.0,0.46,0.4,0.33,0.3,0.307,0.26,0.3376,0.3549,0.4187,0.343,0.291,0.246,0.205,0.098,0.148,0.206,0.174,0.275,0.319,0.204,0.293,0.32,0.368
Armenia,installed capacity,Eurasia,2.812,2.768,2.768,2.768,3.018,3.018,3.018,3.018,3.174,3.34,3.298,3.302,3.131,3.13664,3.16164,3.10664,3.11964,3.14304,3.44664,3.4756,4.022,4.061,4.066,3.506,3.531,3.547,3.4706,3.5036,3.6326,3.7846
Armenia,net consumption,Eurasia,6.358,3.724,3.273,2.858,3.486,4.281,3.671,3.88,3.69148,3.6946,3.44126,3.69574,4.19614,4.16382,4.43884,4.776465,4.55743,4.48976,4.63072,4.9886,5.04306,5.19162,5.29666,5.32894,5.29114,5.57268,5.35326,5.79847,5.86704,6.13238676
Armenia,net generation,Eurasia,8.615,6.131,5.494,5.038,5.835,5.656,5.822,5.561,5.61848,5.5676,5.21526,5.21174,5.90414,5.97832,5.61744,5.584465,5.46643,5.37776,6.17572,7.0706,7.62206,7.30562,7.33366,7.39094,6.95114,7.36168,7.38726,7.30447,7.44504,7.32438676
Armenia,net imports,Eurasia,0.273,-0.017,0.02,0.015,0.0,-0.124,-0.387,-0.244,-0.415,-0.371,-0.36,-0.276,-0.752,-0.8135,-0.3996,-0.0326,-0.017,-0.045,-0.815,-1.178,-1.598,-1.165,-1.108,-1.25,-0.954,-1.121,-1.423,-0.958,-1.013,-0.627
Australia,GDP,Asia & Oceania,325480273782.973,312126194491.287,322807333102.733,367915800415.8,401089529590.288,435323994365.315,399404463135.047,389098884572.001,415576210513.094,379083932596.329,395342716617.832,467390797903.32,614166310997.297,695075176665.163,747556154537.287,853955405511.502,1055127126230.98,928042998085.702,1147589183475.73,1397907916789.9,1546508558465.66,1576335282651.07,1467504819608.92,1350534154255.76,1206685107002.47,1326882872011.46,1428529571351.06,1391952510370.48,1327836171068.51,
Australia,GDP_growth,Asia & Oceania,0.413780383815748,4.03356714084148,3.9804736671948,3.83383058905508,3.85441996283515,3.90829089340106,4.61401157561838,4.9366749281626,3.91242773271188,2.0383007317353,4.01452665375521,3.11032510902798,4.20544688686265,3.16033832510615,2.72689344585038,3.7684875158189,3.57701487814776,1.8668320701176,2.17233709101625,2.46974629381731,3.91736246328504,2.60021188065653,2.56293152083389,2.17220475337416,2.74164306864724,2.29592694694063,2.87097248021668,2.11314942462376,-0.00383655856659,
Australia,GDP_per_capita,Asia & Oceania,18604.1882699613,17667.1870997502,18079.3801793746,20358.3333563413,21904.2941177592,23509.4234684514,21345.9709868552,20558.9604021981,21697.7084797731,19527.3235767954,20117.7888912664,23492.4051742272,30513.9417409748,34080.9998953245,36117.487983674,41001.1429790999,49654.9105957389,42783.3225651148,52087.9722888891,62574.1457032412,68027.8417067378,68156.6279162085,62511.6905895284,56707.0220772116,49881.7637140466,53934.2501750463,57180.7794001614,54875.2859563351,51692.8427477695,
Australia,GDP_per_capita_growth,Asia & Oceania,-0.797268925185989,3.02073114445136,2.8856358598897,2.58704322529762,2.49888469053339,2.75232027591224,3.52934917138184,3.74459075244904,2.68086499604787,0.671692881827951,2.75267950015518,1.8457654959213,3.00431491364444,1.80778402361102,1.22256105447553,3.12228858599492,1.52196953655246,-0.211201149548302,0.595353727107323,1.05574787694091,2.1188970289609,0.849416992679778,1.04448964055885,0.712256477964445,1.1493474640983,0.587161102950546,1.302840712022,0.571102988410345,-1.25459826868642,
