Country,Best_p,MSE,MAE,R2,Beta,Train,Test,Predictions
Estonia,1,4.1093547941463854e+18,1534457456.8187578,0.5452237668189324,[8.93229565e+08 1.00295468e+00],"[4.50297089e+09 4.50297089e+09 4.50297089e+09 4.50297089e+09
 4.78601899e+09 5.15442065e+09 5.67408054e+09 5.75691227e+09
 5.68657975e+09 6.25464954e+09 7.36797589e+09 9.87401310e+09
 1.21459118e+10 1.41067902e+10 1.70228704e+10 2.24491295e+10
 2.43416786e+10 1.96330314e+10 1.95234773e+10 2.31836160e+10
 2.30204668e+10]","[2.51086151e+10 2.65986579e+10 2.28815582e+10 2.40564878e+10
 2.68578806e+10 3.04746121e+10 3.10455918e+10 3.06502855e+10
 3.06502855e+10]","[np.float64(23981714460.28592), np.float64(26076032577.551323), np.float64(27570477965.629097), np.float64(23842395437.09632), np.float64(25020796556.98475), np.float64(27830466627.24607), np.float64(31457884346.532967), np.float64(32030551104.821228), np.float64(31634076819.516914)]"
Eswatini,2,1.6759462790892013e+17,359821029.60246664,-0.9308591421849248,[ 9.76515697e+07  1.26053731e+00 -2.43087012e-01],"[1.28476623e+09 1.35720700e+09 1.41929345e+09 1.69898244e+09
 1.60276010e+09 1.71669991e+09 1.57690429e+09 1.54788444e+09
 1.73810085e+09 1.54247731e+09 1.43222813e+09 2.19761270e+09
 2.77008279e+09 3.17812649e+09 3.29135384e+09 3.46936400e+09
 3.29409349e+09 3.58041707e+09 4.43877842e+09 4.82049992e+09
 4.88653303e+09]","[4.59753203e+09 4.42296834e+09 4.06324567e+09 3.81602205e+09
 4.40296923e+09 4.66542024e+09 4.49567948e+09 3.97272895e+09
 3.97272895e+09]","[np.float64(5085507834.758984), np.float64(4705159497.395802), np.float64(4555367844.105616), np.float64(4144358166.3176785), np.float64(3920167473.2493095), np.float64(4720133141.989138), np.float64(4908283198.436334), np.float64(4630520208.4833145), np.float64(4012583326.1912146)]"
Ethiopia,2,5.799467173149339e+19,5208470244.315135,0.8594806266703955,[-5.21254562e+08  1.42305453e+00 -2.79816376e-01],"[1.04929931e+10 8.83071271e+09 6.92795056e+09 7.66398457e+09
 8.54793973e+09 8.58921139e+09 7.81822491e+09 7.70083348e+09
 8.24239210e+09 8.23132602e+09 7.85080950e+09 8.62369130e+09
 1.01311873e+10 1.24011395e+10 1.52808618e+10 1.97076168e+10
 2.70669126e+10 3.24373891e+10 2.99337903e+10 3.19527631e+10
 4.33107214e+10]","[4.76482111e+10 5.56122282e+10 6.45893350e+10 7.42966185e+10
 8.17707920e+10 8.42693483e+10 9.59125906e+10 1.07645054e+11
 1.07645054e+11]","[np.float64(52171357414.43777), np.float64(55165699076.96734), np.float64(65285229041.71255), np.float64(75831679067.43195), np.float64(87133731362.69711), np.float64(95053630923.25662), np.float64(96517816728.81992), np.float64(112387648453.7811), np.float64(125825614193.47705)]"
Fiji,2,1.796137752624057e+17,319481123.5938461,0.12479421521931999,[ 1.78497722e+08  1.06827417e+00 -9.57954495e-02],"[1.53240186e+09 1.63607472e+09 1.82576327e+09 1.97034772e+09
 2.12869664e+09 2.09018494e+09 1.65316086e+09 1.93648457e+09
 1.67823922e+09 1.65246420e+09 1.83327999e+09 2.30045363e+09
 2.70807848e+09 2.98048492e+09 3.07630545e+09 3.37831460e+09
 3.52318592e+09 2.87062464e+09 3.14050884e+09 3.77453062e+09
 3.97201257e+09]","[4.19014321e+09 4.85696323e+09 4.68254686e+09 4.93020423e+09
 5.35340442e+09 5.58137185e+09 5.49626477e+09 4.53388378e+09
 4.53388378e+09]","[np.float64(4060113309.047808), np.float64(4274218760.872354), np.float64(4965669447.751709), np.float64(4715466623.897737), np.float64(4996740886.672642), np.float64(5425110273.380677), np.float64(5628101333.682109), np.float64(5515345394.850732), np.float64(4495411516.130766)]"
Finland,2,2.6785345629696475e+20,11219524787.728142,-0.3028282577254853,[ 2.07001079e+10  1.04156962e+00 -1.13866999e-01],"[1.12532519e+11 8.92141147e+10 1.03299943e+11 1.34189815e+11
 1.32129174e+11 1.26912152e+11 1.34038718e+11 1.35218410e+11
 1.25706652e+11 1.29421029e+11 1.39738378e+11 1.71274266e+11
 1.97116961e+11 2.04809103e+11 2.16907540e+11 2.56052560e+11
 2.84553977e+11 2.52496527e+11 2.49181190e+11 2.75243698e+11
 2.58304835e+11]","[2.71285281e+11 2.74497231e+11 2.34440081e+11 2.40607907e+11
 2.55016518e+11 2.75580448e+11 2.68508200e+11 2.69594832e+11
 2.69594832e+11]","[np.float64(258401401737.3697), np.float64(273850217416.88943), np.float64(275717642705.85815), np.float64(233629597396.9479), np.float64(244615005010.54062), np.float64(258920264121.22058), np.float64(278698364436.92267), np.float64(268990572455.6786), np.float64(270927670871.2503)]"
France,2,3.036808748573362e+22,132797113182.02946,-0.5804399379686316,[ 1.77105224e+11  1.20623997e+00 -2.71381126e-01],"[1.40146592e+12 1.32281561e+12 1.39398275e+12 1.60109476e+12
 1.60567509e+12 1.45288492e+12 1.50310874e+12 1.49264756e+12
 1.36224894e+12 1.37646532e+12 1.49428666e+12 1.84048081e+12
 2.11574249e+12 2.19612610e+12 2.31859365e+12 2.65721325e+12
 2.91838289e+12 2.69022228e+12 2.64260955e+12 2.86140817e+12
 2.68382523e+12]","[2.81107773e+12 2.85216576e+12 2.43820790e+12 2.47128561e+12
 2.58874090e+12 2.78959398e+12 2.72887025e+12 2.63031773e+12
 2.63031773e+12]","[np.float64(2637910307346.454), np.float64(2839600019409.4873), np.float64(2854628122430.0244), np.float64(2344145083787.362), np.float64(2496385092178.4365), np.float64(2629087696607.3076), np.float64(2839489556332.1), np.float64(2711734428913.1865), np.float64(2609335720870.249)]"
Gabon,1,3.49944823228384e+18,1298212193.3306844,-0.8004355675717878,[3.64362723e+08 1.02654504e+00],"[5.59239085e+09 4.37864508e+09 4.19081931e+09 4.95884591e+09
 5.69404034e+09 5.32681686e+09 4.48341712e+09 4.66299204e+09
 5.08048346e+09 5.02326537e+09 5.33545131e+09 6.51190366e+09
 7.77021948e+09 9.58278332e+09 1.03275988e+10 1.24554101e+10
 1.55713498e+10 1.21136997e+10 1.43725919e+10 1.82103087e+10
 1.71704653e+10]","[1.75957457e+10 1.82039680e+10 1.43831077e+10 1.40238906e+10
 1.49294888e+10 1.68673251e+10 1.68744058e+10 1.53168262e+10
 1.53168262e+10]","[np.float64(17990618621.33451), np.float64(18427188062.754158), np.float64(19051555694.89522), np.float64(15129270536.41592), np.float64(14760518012.33836), np.float64(15690155297.461397), np.float64(17679431587.44353), np.float64(17686700258.478176), np.float64(16087774603.747396)]"
Georgia,1,5.24334499679569e+18,1890027833.2282221,-4.226737013357915,[6.52525278e+07 1.10622185e+00],"[2.68801639e+09 2.68801639e+09 2.51407077e+09 2.69376841e+09
 3.09504760e+09 3.51052023e+09 3.61354152e+09 2.80004939e+09
 3.05747534e+09 3.21948866e+09 3.39572801e+09 3.99128490e+09
 5.12536519e+09 6.41082363e+09 7.74539429e+09 1.01728824e+10
 1.27950765e+10 1.07668363e+10 1.22435056e+10 1.51074414e+10
 1.64884031e+10]","[1.71895515e+10 1.76270035e+10 1.49539506e+10 1.51417586e+10
 1.62429169e+10 1.75997001e+10 1.74772556e+10 1.58464896e+10
 1.58464896e+10]","[np.float64(18305084235.437256), np.float64(19080709962.967644), np.float64(19564628849.148075), np.float64(16607639335.590118), np.float64(16815396658.591951), np.float64(18033522081.360172), np.float64(19534425271.436504), np.float64(19398974458.94176), np.float64(17594985535.85872)]"
Germany,1,5.163272002645916e+22,171028770220.19662,-0.34424591530355175,[1.99432896e+11 9.51008500e-01],"[2.13157170e+12 2.07132379e+12 2.20507412e+12 2.58579228e+12
 2.49724461e+12 2.21198962e+12 2.23899077e+12 2.19420413e+12
 1.94314538e+12 1.94410738e+12 2.06862413e+12 2.49612867e+12
 2.80918798e+12 2.84580276e+12 2.99219671e+12 3.42122913e+12
 3.73002783e+12 3.39779105e+12 3.39635408e+12 3.74440860e+12
 3.52734494e+12]","[3.73274345e+12 3.88392016e+12 3.35623570e+12 3.46749800e+12
 3.68173258e+12 3.97534724e+12 3.88832679e+12 3.84641393e+12
 3.84641393e+12]","[np.float64(3553967920535.502), np.float64(3749303641895.476), np.float64(3893073977222.9316), np.float64(3391241578851.621), np.float64(3497052969962.0474), np.float64(3700791878113.9155), np.float64(3980021909476.468), np.float64(3897264722980.9746), np.float64(3857405236887.5674)]"
Ghana,2,8.63063787387345e+19,7422083053.91263,-0.9360584824595695,[ 5.07608524e+08  1.17130546e+00 -8.39695950e-02],"[6.41390160e+09 5.96625578e+09 5.44456067e+09 6.46513761e+09
 6.93498471e+09 6.89130859e+09 7.48096886e+09 7.71935484e+09
 4.98302441e+09 5.31490995e+09 6.16633014e+09 7.63240655e+09
 8.88136854e+09 1.07446752e+10 2.04408930e+10 2.48278449e+10
 2.86787019e+10 2.60481082e+10 3.21972728e+10 3.93373148e+10
 4.12709547e+10]","[6.28230437e+10 5.47828478e+10 4.94065684e+10 5.61651729e+10
 6.04063829e+10 6.72992807e+10 6.83375378e+10 6.85322818e+10
 6.85322818e+10]","[np.float64(45545364885.16347), np.float64(70627077475.69225), np.float64(59399831848.46256), np.float64(53777698507.40822), np.float64(62145532838.915215), np.float64(66545768002.283554), np.float64(74263324144.32532), np.float64(74900646565.26373), np.float64(75041569233.34784)]"
Greece,1,3.126152563922238e+20,12804080456.12493,0.02077705666019547,[2.02036987e+10 9.30792964e-01],"[1.16224673e+11 1.08809059e+11 1.16601802e+11 1.36878366e+11
 1.45861612e+11 1.43157600e+11 1.44428172e+11 1.42540729e+11
 1.30133846e+11 1.36191354e+11 1.53830947e+11 2.01924270e+11
 2.40521261e+11 2.47783002e+11 2.73317737e+11 3.18497937e+11
 3.54460803e+11 3.30000251e+11 2.96835347e+11 2.82625611e+11
 2.42043151e+11]","[2.38839789e+11 2.35144949e+11 1.95604847e+11 1.93017031e+11
 1.99350781e+11 2.11945898e+11 2.05144153e+11 1.88835202e+11
 1.88835202e+11]","[np.float64(245495761055.02625), np.float64(242514093777.66553), np.float64(239074963233.19226), np.float64(202271313798.15256), np.float64(199862592791.98608), np.float64(205758003105.472), np.float64(217481449126.3442), np.float64(211150432795.959), np.float64(195970175758.54547)]"
Grenada,7,4755821215415582.0,58289851.69333907,0.6136128888336532,"[ 1.08174487e+08  6.67907310e-01  1.04215521e-01 -3.50970295e-02
 -7.71556574e-01  5.05771743e-01  1.63896713e-01  3.75742148e-01]","[3.10160444e+08 3.09812185e+08 3.25111815e+08 3.42172519e+08
 3.66911444e+08 3.92190593e+08 4.45903593e+08 4.82009370e+08
 5.20044370e+08 5.20444185e+08 5.40336926e+08 5.91018407e+08
 5.99118593e+08 6.95555556e+08 6.98700667e+08 7.58683593e+08
 8.25976037e+08 7.71275556e+08 7.71013259e+08 7.78655926e+08
 7.99882259e+08]","[8.42620111e+08 9.11497407e+08 9.97007926e+08 1.06164074e+09
 1.12568519e+09 1.16652356e+09 1.21269441e+09 1.04210056e+09
 1.04210056e+09]","[np.float64(906059104.1268303), np.float64(942651448.7593751), np.float64(1002654031.387382), np.float64(1032337105.3278863), np.float64(1060915030.7302285), np.float64(1082248825.9050963), np.float64(1097771286.3309975), np.float64(1151345463.6279902), np.float64(1063953532.2993467)]"
Guatemala,1,1.0634163550243707e+19,2355764407.1059265,0.8571667683486809,[4.34979672e+07 1.08021982e+00],"[1.04408422e+10 1.13999425e+10 1.29832356e+10 1.46554044e+10
 1.56748356e+10 1.77900262e+10 1.93954920e+10 1.83184123e+10
 1.92888272e+10 1.84052039e+10 2.04442060e+10 2.15763518e+10
 2.35772862e+10 2.67835437e+10 2.97443681e+10 3.35678683e+10
 3.85038628e+10 3.71259436e+10 4.06764320e+10 4.68761147e+10
 4.95939611e+10]","[5.29965407e+10 5.78524000e+10 6.21861866e+10 6.60537250e+10
 7.16541344e+10 7.32085838e+10 7.70200152e+10 7.76046322e+10
 7.76046322e+10]","[np.float64(53615877684.257835), np.float64(57291411561.93404), np.float64(62536806971.99359), np.float64(67218249160.58433), np.float64(71396040869.299), np.float64(77445714020.31364), np.float64(79124861048.28854), np.float64(83242044830.29445), np.float64(83873559666.88887)]"
Guinea,15,6.839682750690554e+17,656880748.4292502,0.9157257450558393,"[ 3.42594357e-11  2.60047514e-01 -4.68356464e-02 -1.53186512e-01
  3.62117914e-01 -1.29160902e-01  6.13583326e-01 -5.52108442e-02
 -4.92585432e-02  3.11674969e-01  3.36830633e-02  2.95169776e-01
  6.53778832e-02  1.38690408e-01  5.75155777e-02  9.88369369e-02]","[3.28462054e+09 3.27909661e+09 3.38309283e+09 3.69371053e+09
 3.86896830e+09 3.78370046e+09 3.58837548e+09 3.46128254e+09
 2.99536114e+09 2.82943596e+09 2.95019865e+09 3.44644170e+09
 3.63545813e+09 2.93707177e+09 4.22001924e+09 6.28191766e+09
 6.96417919e+09 6.71690457e+09 6.85346786e+09 6.78513717e+09
 7.63804525e+09]","[8.37661384e+09 8.77847361e+09 8.79420244e+09 8.59595558e+09
 1.03246683e+10 1.18570303e+10 1.35138093e+10 1.56810509e+10
 1.56810509e+10]","[np.float64(8902364181.35457), np.float64(9268624016.840786), np.float64(9300270143.916506), np.float64(10105358237.26799), np.float64(10793324532.43925), np.float64(12421706718.692743), np.float64(13659703772.436323), np.float64(14089572892.760221), np.float64(15571200464.595434)]"
Guinea-Bissau,1,6390454357208189.0,71361222.82757373,0.8057597647313657,[3.13478277e+07 1.01411096e+00],"[2.26313444e+08 2.36880822e+08 2.35620044e+08 2.53966922e+08
 2.70419779e+08 2.68550998e+08 2.06457544e+08 2.24446664e+08
 3.71095510e+08 3.92621386e+08 4.17806667e+08 4.77458599e+08
 5.32062927e+08 5.87029054e+08 5.92365688e+08 6.96910811e+08
 8.68154709e+08 8.30126470e+08 8.49878424e+08 1.09981865e+09
 9.89271230e+08]","[1.04608742e+09 1.05491565e+09 1.04822963e+09 1.17900494e+09
 1.35017713e+09 1.50463012e+09 1.43963844e+09 1.43175824e+09
 1.43175824e+09]","[np.float64(1034578625.0720923), np.float64(1092196544.4222665), np.float64(1101149346.419822), np.float64(1094368984.5357559), np.float64(1226989661.6701474), np.float64(1400577252.04027), np.float64(1557209725.6487281), np.float64(1491300953.0086887), np.float64(1483309555.3294342)]"
Guyana,3,5.045791671565923e+16,188651058.82765287,0.7972675539030696,[ 1.12204789e+08  1.12792478e+00 -6.67634193e-02 -1.75480168e-02],"[3.73573141e+08 4.54101382e+08 5.40874934e+08 6.21626786e+08
 7.05406001e+08 7.49138010e+08 7.17530683e+08 6.94754988e+08
 7.12667897e+08 7.12167576e+08 7.26131435e+08 7.43064077e+08
 7.87814379e+08 8.24880550e+08 2.37981838e+09 2.73097115e+09
 3.02518792e+09 3.16566315e+09 3.43291307e+09 3.69138432e+09
 4.06308919e+09]","[4.16780026e+09 4.12765949e+09 4.27984019e+09 4.48269734e+09
 4.74817433e+09 4.78763624e+09 5.17376019e+09 5.47125659e+09
 5.47125659e+09]","[np.float64(4388373509.815459), np.float64(4477127771.088317), np.float64(4418338452.866598), np.float64(4590829300.367693), np.float64(4810181185.107727), np.float64(5093405362.733235), np.float64(5116631528.372935), np.float64(5544857097.846797), np.float64(5853939228.474304)]"
Haiti,1,1.6577808692069832e+18,1049640026.9828306,-3.0874432797762292,[3.15586929e+08 1.04129129e+00],"[2.25712167e+09 1.87824874e+09 2.16756419e+09 2.81331328e+09
 2.90751452e+09 3.33893883e+09 3.72390923e+09 4.15373635e+09
 6.81357756e+09 6.33196156e+09 6.05813447e+09 4.82682758e+09
 6.03695991e+09 7.18406466e+09 7.51810779e+09 9.52276315e+09
 1.04852254e+10 1.15970148e+10 1.18593151e+10 1.30087541e+10
 1.37089265e+10]","[1.49024741e+10 1.51392647e+10 1.48331545e+10 1.39876937e+10
 1.50355604e+10 1.64550344e+10 1.47858394e+10 1.45082180e+10
 1.45082180e+10]","[np.float64(14590572695.463758), np.float64(15833403444.511417), np.float64(16079971413.537268), np.float64(15761221528.946327), np.float64(14880850629.256628), np.float64(15971985031.2107), np.float64(17450070927.39985), np.float64(15711952738.902517), np.float64(15422868028.250484)]"
Honduras,4,2.1248080449227525e+18,1113936640.4390743,0.5060736936563759,"[ 1.28894555e+07  9.67884259e-01  1.35396050e-01  3.73502384e-01
 -4.18229654e-01]","[4.94370043e+09 4.92672893e+09 4.64228068e+09 5.34744501e+09
 5.21502899e+09 5.73709965e+09 6.36634027e+09 6.41452053e+09
 7.10382690e+09 7.56585472e+09 7.77525151e+09 8.14027840e+09
 8.77216996e+09 9.67202305e+09 1.08417249e+10 1.22755001e+10
 1.37894436e+10 1.44861596e+10 1.57296492e+10 1.75880986e+10
 1.84005389e+10]","[1.83721734e+10 1.96185672e+10 2.08339488e+10 2.15666228e+10
 2.29754158e+10 2.39004386e+10 2.49155228e+10 2.36622316e+10
 2.36622316e+10]","[np.float64(20020360386.5662), np.float64(20276978175.702305), np.float64(21005692335.26266), np.float64(22000416619.20032), np.float64(23351512525.905582), np.float64(24746931290.18699), np.float64(25598338127.02743), np.float64(26925828178.112667), np.float64(25606524928.54011)]"
Hong Kong,2,1.0047590077595499e+20,7666664429.223389,0.8824689813014284,[ 3.74062795e+09  1.38042042e+00 -3.75416050e-01],"[1.04272279e+11 1.20353948e+11 1.35812070e+11 1.44652912e+11
 1.59717234e+11 1.77352785e+11 1.68886163e+11 1.65768095e+11
 1.71668164e+11 1.69403242e+11 1.66349229e+11 1.61384523e+11
 1.69099769e+11 1.81570082e+11 1.93536265e+11 2.11597406e+11
 2.19279678e+11 2.14046415e+11 2.28637698e+11 2.48513618e+11
 2.62629441e+11]","[2.75696880e+11 2.91459357e+11 3.09383627e+11 3.20837638e+11
 3.41244162e+11 3.61691523e+11 3.63016373e+11 3.46585882e+11
 3.46585882e+11]","[np.float64(272983672000.20502), np.float64(285722923946.92285), np.float64(302576043238.88635), np.float64(321401584766.94006), np.float64(330483877237.8729), np.float64(354353439013.2016), np.float64(374918457436.32385), np.float64(369071040959.1572), np.float64(345892684213.3268)]"
Hungary,3,7.47659643865296e+19,6738193528.5334215,0.5745733092615956,[ 9.20738123e+09  1.13285842e+00 -4.07737267e-01  2.25583039e-01],"[3.87305859e+10 4.01249169e+10 4.31666787e+10 4.64256777e+10
 4.66587552e+10 4.72969529e+10 4.87067873e+10 4.90733802e+10
 4.72184059e+10 5.37499891e+10 6.76089191e+10 8.53020039e+10
 1.04141043e+11 1.13236712e+11 1.15751267e+11 1.40227561e+11
 1.58374420e+11 1.31114229e+11 1.32231134e+11 1.41999960e+11
 1.28857370e+11]","[1.35732596e+11 1.41078985e+11 1.25210325e+11 1.28636108e+11
 1.43136246e+11 1.60586834e+11 1.63526491e+11 1.55808436e+11
 1.55808436e+11]","[np.float64(127114963878.21286), np.float64(142466025777.92084), np.float64(142754696808.8836), np.float64(124148763587.86163), np.float64(135705990343.44156), np.float64(147156072700.67377), np.float64(161785670829.502), np.float64(161271616655.9923), np.float64(155266101562.55115)]"
Iceland,5,5.273815764983611e+18,1863294982.6315336,0.5371950486032664,"[ 2.61647928e+09  1.14325399e+00 -5.21565069e-01  3.36024733e-01
 -2.31414395e-01  9.64936257e-02]","[7.08098167e+09 6.21858147e+09 6.38946029e+09 7.12363336e+09
 7.42608128e+09 7.56966697e+09 8.50369310e+09 8.98204759e+09
 9.02566036e+09 8.23484680e+09 9.31839505e+09 1.14293330e+10
 1.38253025e+10 1.68529631e+10 1.74653186e+10 2.16525056e+10
 1.80746230e+10 1.31544142e+10 1.37511619e+10 1.52216229e+10
 1.47515081e+10]","[1.61250605e+10 1.78676622e+10 1.75172105e+10 2.07931680e+10
 2.47282852e+10 2.62670638e+10 2.48577404e+10 2.17180757e+10
 2.17180757e+10]","[np.float64(14862828543.922554), np.float64(16559589709.908085), np.float64(17394755369.805367), np.float64(16797448973.905872), np.float64(20947818183.906742), np.float64(23349547053.375587), np.float64(24406394409.907722), np.float64(22522983372.50976), np.float64(19591136907.390335)]"
India,1,4.082843597655564e+22,153340910875.52045,0.6428165835890299,[1.58101980e+10 1.08295053e+00],"[2.88208430e+11 2.79296023e+11 3.27275584e+11 3.60281953e+11
 3.92897054e+11 4.15867754e+11 4.21351478e+11 4.58820417e+11
 4.68394937e+11 4.85441015e+11 5.14937949e+11 6.07699285e+11
 7.09148515e+11 8.20381596e+11 9.40259889e+11 1.21673544e+12
 1.19889558e+12 1.34188660e+12 1.67561534e+12 1.82304993e+12
 1.82763786e+12]","[1.85672212e+12 2.03912745e+12 2.10358781e+12 2.29479798e+12
 2.65147295e+12 2.70111178e+12 2.87050410e+12 2.66024525e+12
 2.66024525e+12]","[np.float64(1995051593591.104), np.float64(2026548410936.584), np.float64(2224084354953.888), np.float64(2293891744378.0728), np.float64(2500962896516.4575), np.float64(2887224241281.1113), np.float64(2940980645669.9507), np.float64(3124424142517.215), np.float64(2896724210950.399)]"
Indonesia,1,1.5163265821380838e+22,111208501433.44452,-1.0908751541760626,[-7.86799555e+08  1.13126829e+00],"[1.28026967e+11 1.58006700e+11 1.76892144e+11 2.02132029e+11
 2.27369679e+11 2.15748999e+11 9.54455479e+10 1.40001351e+11
 1.65021012e+11 1.60446948e+11 1.95660611e+11 2.34772464e+11
 2.56836875e+11 2.85868618e+11 3.64570514e+11 4.32216738e+11
 5.10228635e+11 5.39580086e+11 7.55094160e+11 8.92969108e+11
 9.17869910e+11]","[9.12524137e+11 8.90814755e+11 8.60854235e+11 9.31877364e+11
 1.01561874e+12 1.04227153e+12 1.11909126e+12 1.05842384e+12
 1.05842384e+12]","[np.float64(1037570321888.4088), np.float64(1031522817982.1835), np.float64(1006963683165.0707), np.float64(973070296818.9078), np.float64(1053416510470.0393), np.float64(1148150476200.2026), np.float64(1178301930545.4233), np.float64(1265205652764.5764), np.float64(1196574523602.9521)]"
Iran,2,1.2665230766170345e+22,89851207806.40448,-0.2934953388256465,[5.70636865e+09 1.10162202e+00 1.70781780e-03],"[6.37436232e+10 6.37436232e+10 7.18414612e+10 9.64192257e+10
 1.20403932e+11 1.13919163e+11 1.10276913e+11 1.13848450e+11
 1.09591708e+11 1.26878750e+11 1.28626918e+11 1.53544751e+11
 1.90043434e+11 2.26452138e+11 2.66298912e+11 3.49881601e+11
 4.12336172e+11 4.16397026e+11 4.86807615e+11 5.80764903e+11
 5.98868461e+11]","[4.60293149e+11 4.32687036e+11 3.84951480e+11 4.17983584e+11
 4.45345256e+11 2.94356681e+11 2.58245498e+11 2.03471304e+11
 2.03471304e+11]","[np.float64(666424895453.6029), np.float64(513798197769.9957), np.float64(483150034139.65643), np.float64(430516347569.8004), np.float64(466823717064.7444), np.float64(497022351359.5399), np.float64(330736739563.32947), np.float64(290698004114.7393), np.float64(230295874640.18082)]"
Iraq,1,3.0013833218003923e+21,42177638357.547646,-2.164968112977941,[2.53326513e+09 1.15813995e+00],"[5.53671958e+08 1.03194488e+09 3.99134928e+09 1.28940299e+10
 1.04336986e+10 2.07648571e+10 2.06174050e+10 3.68816016e+10
 4.83642509e+10 3.61764301e+10 3.29284547e+10 2.19215695e+10
 3.66279018e+10 4.99548904e+10 6.51401472e+10 8.88370552e+10
 1.31614434e+11 1.11657582e+11 1.38516723e+11 1.85749664e+11
 2.18002482e+11]","[2.34637675e+11 2.28415656e+11 1.66774110e+11 1.66602489e+11
 1.87217660e+11 2.27367469e+11 2.35097182e+11 1.66756984e+11
 1.66756984e+11]","[np.float64(255010647916.14767), np.float64(274276529919.19727), np.float64(267070561213.8574), np.float64(195681023775.4837), np.float64(195482262725.4066), np.float64(219357516138.9438), np.float64(265856613813.3315), np.float64(274808703453.56516), np.float64(195661190307.1963)]"
Ireland,2,6.053408688999816e+20,19812636308.30133,0.8681866448592834,[ 1.50178283e+10  1.38606035e+00 -4.53195523e-01],"[5.59185381e+10 5.24174776e+10 5.70976561e+10 6.91398232e+10
 7.57907863e+10 8.28566488e+10 9.01994101e+10 9.88605657e+10
 9.99588069e+10 1.09252057e+11 1.27985972e+11 1.64307962e+11
 1.94015335e+11 2.11797992e+11 2.31986254e+11 2.69736376e+11
 2.74326912e+11 2.35509465e+11 2.21659743e+11 2.38662833e+11
 2.25509710e+11]","[2.38211547e+11 2.58625193e+11 2.91462799e+11 2.98725229e+11
 3.34602300e+11 3.84853685e+11 3.99122064e+11 4.25888951e+11
 4.25888951e+11]","[np.float64(219426968487.47906), np.float64(242993418895.64496), np.float64(265531547581.39926), np.float64(301795079562.7192), np.float64(296979389651.4874), np.float64(343415873815.6246), np.float64(396807999072.66235), np.float64(393811129634.0703), np.float64(424445286020.8312)]"
Israel,20,2.6822095280595128e+20,13875098948.942997,0.8618510505496729,"[5.53184566e-13 1.45106721e-01 1.29816065e-01 1.15044403e-01
 1.19889582e-01 9.91162295e-02 8.52766683e-02 7.89210190e-02
 7.50010428e-02 7.02849839e-02 6.70219932e-02 7.23704576e-02
 7.32773770e-02 6.48189766e-02 6.41732363e-02 6.34841484e-02
 6.09543609e-02 5.56572809e-02 5.56572809e-02 5.56572809e-02
 5.56572809e-02]","[1.00605703e+11 1.00605703e+11 1.00605703e+11 1.00605703e+11
 1.10180666e+11 1.14753492e+11 1.15999083e+11 1.17166318e+11
 1.32455662e+11 1.30816321e+11 1.21148475e+11 1.27046634e+11
 1.35571348e+11 1.42657069e+11 1.54145495e+11 1.79161787e+11
 2.16711550e+11 2.07953439e+11 2.34654590e+11 2.62293871e+11
 2.58417104e+11]","[2.94167367e+11 3.10944938e+11 3.00078278e+11 3.19024417e+11
 3.55277224e+11 3.73641241e+11 3.97934597e+11 4.07100737e+11
 4.07100737e+11]","[np.float64(272888948357.3691), np.float64(291724362507.69855), np.float64(311905062270.98975), np.float64(328473084642.37854), np.float64(346574654195.76306), np.float64(368691650509.5948), np.float64(391645058213.0289), np.float64(416608669019.2728), np.float64(440752550971.21533)]"
Italy,2,1.8034317869850105e+22,103233443456.80095,-0.3523622285655459,[ 1.78837375e+11  1.16548884e+00 -2.51668233e-01],"[1.32016164e+12 1.06495808e+12 1.09921669e+12 1.17466207e+12
 1.31242653e+12 1.24187960e+12 1.27005253e+12 1.25202376e+12
 1.14382983e+12 1.16701280e+12 1.27071231e+12 1.57414582e+12
 1.80322697e+12 1.85752431e+12 1.94791971e+12 2.21029264e+12
 2.39885660e+12 2.19124187e+12 2.13401784e+12 2.29199105e+12
 2.08707703e+12]","[2.14131533e+12 2.15913392e+12 1.83589924e+12 1.87579746e+12
 1.95695047e+12 2.09091088e+12 2.00938387e+12 1.88870944e+12
 1.88870944e+12]","[np.float64(2034481034470.3086), np.float64(2149265509556.4233), np.float64(2156382824412.5396), np.float64(1775172034820.8423), np.float64(1903020873587.9688), np.float64(1987562680650.1785), np.float64(2123268409613.458), np.float64(1994536007497.4937), np.float64(1874409072137.5415)]"
Jamaica,1,6.967552162858716e+17,586661271.4885459,-0.24958875161801974,[1.28948490e+09 9.24174232e-01],"[3.53546009e+09 5.44006477e+09 5.45256439e+09 6.57752382e+09
 7.39388355e+09 8.40003389e+09 8.78719562e+09 8.88706187e+09
 9.00506447e+09 9.19471784e+09 9.71901793e+09 9.43023056e+09
 1.01746649e+10 1.12438685e+10 1.19301715e+10 1.27995930e+10
 1.37094021e+10 1.21204609e+10 1.32205569e+10 1.44446553e+10
 1.48070869e+10]","[1.42642027e+10 1.38992288e+10 1.41889359e+10 1.40771094e+10
 1.48089900e+10 1.57307939e+10 1.58307685e+10 1.38124250e+10
 1.38124250e+10]","[np.float64(14973813043.34213), np.float64(14472093499.453226), np.float64(14134794013.795973), np.float64(14402533871.887287), np.float64(14299186655.32026), np.float64(14975571843.119202), np.float64(15827479216.560944), np.float64(15919873255.4252), np.float64(14054572190.070147)]"
