Country,Best_p,MSE,MAE,R2,Beta,Train,Test,Predictions
Bolivia,4,3.2389856319796564e+19,4847027779.432543,-2.0431722306855558,"[-9.82522857e+08  1.13722662e+00  1.13679665e-01  1.66911715e-01
 -2.40943083e-01]","[5.64389335e+09 5.73467656e+09 5.98124489e+09 6.71522051e+09
 7.39696666e+09 7.92567345e+09 8.49754560e+09 8.28507587e+09
 8.39791251e+09 8.14153794e+09 7.90548522e+09 8.08236487e+09
 8.77345174e+09 9.54907787e+09 1.14518692e+10 1.31201832e+10
 1.66743246e+10 1.73399922e+10 1.96496313e+10 2.39630334e+10
 2.70844975e+10]","[3.06593389e+10 3.29961880e+10 3.30001982e+10 3.39411262e+10
 3.75086422e+10 4.02876479e+10 4.08953228e+10 3.65727649e+10
 3.65727649e+10]","[np.float64(31644600904.463387), np.float64(36228318476.54711), np.float64(38773956815.19603), np.float64(38888757325.074684), np.float64(39487975715.01338), np.float64(43089635950.66905), np.float64(46811634976.92103), np.float64(48187365638.457664), np.float64(42944998219.25265)]"
Bosnia and Herzegovina,3,1.3666810397068014e+18,888560130.2259564,0.29981120480559653,[ 1.12471586e+09  1.19591289e+00 -3.90475939e-01  1.60381242e-01],"[1.25580247e+09 1.25580247e+09 1.25580247e+09 1.86657295e+09
 2.78604532e+09 3.67181650e+09 4.11669944e+09 4.68573312e+09
 5.56740560e+09 5.80077472e+09 6.72877131e+09 8.49856090e+09
 1.01575540e+10 1.12229533e+10 1.28646109e+10 1.57787674e+10
 1.91127394e+10 1.76138365e+10 1.71767810e+10 1.86447239e+10
 1.72211925e+10]","[1.81723358e+10 1.85608614e+10 1.62198190e+10 1.69142873e+10
 1.80790758e+10 2.01774094e+10 2.02013233e+10 1.99464966e+10
 1.99464966e+10]","[np.float64(17194279243.383263), np.float64(19123049028.692947), np.float64(18987985506.127834), np.float64(16189138411.831762), np.float64(17996094975.75626), np.float64(18742448001.435978), np.float64(20908430008.55781), np.float64(20304490398.471264), np.float64(20326935407.195618)]"
Botswana,2,1.6367239512583936e+18,904118754.3438554,-0.8099679806167426,[ 3.98775109e+08  1.04276521e+00 -2.68089349e-02],"[4.14651372e+09 4.16008625e+09 4.25933100e+09 4.73061107e+09
 4.84775284e+09 5.02021475e+09 4.79045884e+09 5.48425742e+09
 5.78832961e+09 5.48960830e+09 5.43885711e+09 7.51158217e+09
 8.95746771e+09 9.91890711e+09 1.01378833e+10 1.09390534e+10
 1.09450704e+10 1.02671332e+10 1.27866545e+10 1.53519724e+10
 1.43800042e+10]","[1.49017510e+10 1.56546607e+10 1.35787541e+10 1.50825781e+10
 1.60884377e+10 1.69142451e+10 1.65937207e+10 1.50619228e+10
 1.50619228e+10]","[np.float64(14982173218.939554), np.float64(15552290081.356398), np.float64(16323410669.424622), np.float64(14138542731.555573), np.float64(15762330925.400146), np.float64(16770890418.172918), np.float64(17605047647.754246), np.float64(17248676891.373898), np.float64(15659964292.536015)]"
Brazil,2,1.012519201006603e+23,224391779445.5375,0.16886767371137212,[ 8.40163615e+10  1.25979133e+00 -2.65272234e-01],"[3.28187944e+11 3.68295778e+11 5.25369851e+11 7.69333330e+11
 8.50426433e+11 8.83206453e+11 8.63711007e+11 5.99642075e+11
 6.55448188e+11 5.59983704e+11 5.09795271e+11 5.58233724e+11
 6.69289322e+11 8.91633827e+11 1.10762671e+12 1.39711425e+12
 1.69585539e+12 1.66699629e+12 2.20883811e+12 2.61615661e+12
 2.46522829e+12]","[2.47281936e+12 2.45604377e+12 1.80221200e+12 1.79569327e+12
 2.06351469e+12 1.91693371e+12 1.87782427e+12 1.44473326e+12
 1.44473326e+12]","[np.float64(2495695877818.6523), np.float64(2545296130618.4155), np.float64(2522148680372.7935), np.float64(1702907191224.4292), np.float64(1868138360614.6345), np.float64(2207266705614.736), np.float64(1951559670481.5286), np.float64(1941173808057.6226), np.float64(1405944150800.287)]"
Brunei Darussalam,1,6.508904367475998e+18,2053029110.9631822,-0.30250742477242576,[2.11297742e+08 1.06709497e+00],"[4.18354819e+09 4.10570615e+09 4.08733796e+09 4.73402004e+09
 5.11560284e+09 5.19733297e+09 4.05114723e+09 4.60000000e+09
 6.00115331e+09 5.60109058e+09 5.84332911e+09 6.55733308e+09
 7.87233322e+09 9.53140285e+09 1.14707030e+10 1.22476942e+10
 1.43930991e+10 1.07323663e+10 1.37073707e+10 1.85253200e+10
 1.90479403e+10]","[1.80938299e+10 1.70983425e+10 1.29303949e+10 1.14008543e+10
 1.21281049e+10 1.35673512e+10 1.34694230e+10 1.20058258e+10
 1.20058258e+10]","[np.float64(20537259067.49167), np.float64(19519132680.611), np.float64(18456853100.568417), np.float64(14009257168.368053), np.float64(12377092009.54118), np.float64(13153137459.183437), np.float64(14688949966.611761), np.float64(14584451259.126125), np.float64(13022654057.42277)]"
Bulgaria,1,1.303565001338224e+19,2574698150.920072,0.7381924861805976,[2.04392192e+09 1.00594476e+00],"[1.03505155e+10 1.08297101e+10 9.69741697e+09 1.89833036e+10
 1.22942215e+10 1.13159861e+10 1.50306953e+10 1.36273233e+10
 1.32458338e+10 1.41834980e+10 1.64028464e+10 2.11449836e+10
 2.61578947e+10 2.98692834e+10 3.43798089e+10 4.44051015e+10
 5.44389664e+10 5.20235047e+10 5.06820611e+10 5.76782410e+10
 5.43008574e+10]","[5.58101384e+10 5.70820113e+10 5.07819967e+10 5.39538976e+10
 5.91994474e+10 6.63634225e+10 6.89154161e+10 6.98893474e+10
 6.98893474e+10]","[np.float64(56667585027.81852), np.float64(58185838356.41384), np.float64(59465272161.63236), np.float64(53127805526.355675), np.float64(56318562634.34302), np.float64(61595295977.01464), np.float64(68801859132.95094), np.float64(71369023820.06888), np.float64(72348744901.37073)]"
Burkina Faso,1,1.9975997528655444e+18,937444193.84909,0.5313962612334723,[-7.76730537e+07  1.10399539e+00],"[3.35669252e+09 3.19953623e+09 1.89529062e+09 2.37951810e+09
 2.58655075e+09 2.44766898e+09 2.80490225e+09 3.38956698e+09
 2.96836999e+09 3.19037105e+09 3.62235020e+09 4.74076836e+09
 5.45168887e+09 6.14635274e+09 6.54742013e+09 7.62572312e+09
 9.45143636e+09 9.45069734e+09 1.01096190e+10 1.20802966e+10
 1.25610161e+10]","[1.34443011e+10 1.39430169e+10 1.18321593e+10 1.28333634e+10
 1.41069568e+10 1.58900650e+10 1.61781620e+10 1.79336064e+10
 1.79336064e+10]","[np.float64(13789630832.63224), np.float64(14764773455.263086), np.float64(15315353383.660755), np.float64(12984976266.342182), np.float64(14090300973.403507), np.float64(15496342284.68611), np.float64(17464885509.890015), np.float64(17782943281.77535), np.float64(19720945725.755898)]"
Burundi,13,6.073995196273599e+16,206792560.63790947,-1.1491152971130671,"[ 1.76229687e-10  4.48946327e-01  3.78201071e-01  3.62816648e-01
  6.16859477e-02  7.39705108e-02 -1.84078895e-01 -4.02872275e-01
 -9.95265129e-02  1.92770468e-01 -4.23885029e-02  3.37238665e-01
 -2.40723768e-01  3.56445149e-01]","[1.08303767e+09 9.38632612e+08 9.25030590e+08 1.00042839e+09
 8.69033856e+08 9.72896268e+08 8.93770806e+08 8.08077223e+08
 8.70486066e+08 8.76794723e+08 8.25394490e+08 7.84654424e+08
 9.15257323e+08 1.11711305e+09 1.27337502e+09 1.35619936e+09
 1.61183590e+09 1.78145509e+09 2.03213525e+09 2.23582087e+09
 2.33330810e+09]","[2.45162533e+09 2.70578327e+09 3.10439486e+09 2.73280856e+09
 2.74818047e+09 2.66849574e+09 2.63143436e+09 2.84178638e+09
 2.84178638e+09]","[np.float64(2506438378.15865), np.float64(2636618486.6360745), np.float64(2776587948.5171666), np.float64(3007206446.3705072), np.float64(3038921232.47314), np.float64(3033514600.2936234), np.float64(2993903996.4850926), np.float64(2908940513.4519053), np.float64(2891353417.265408)]"
COD,2,1.883494433892258e+19,3676955907.068737,0.5383999239883028,[-1.30229766e+08  5.70602328e-01  5.65211116e-01],"[8.22720089e+09 1.07062464e+10 5.84052941e+09 5.64703419e+09
 5.77202053e+09 6.09106129e+09 6.21571671e+09 4.71125943e+09
 1.90880463e+10 7.43818910e+09 8.72803853e+09 8.93756706e+09
 1.02974835e+10 1.19644847e+10 1.44519025e+10 1.67370718e+10
 1.97885159e+10 1.86483733e+10 2.15657200e+10 2.58397492e+10
 2.93062358e+10]","[3.26797453e+10 3.59090403e+10 3.79177049e+10 3.71348000e+10
 3.80192656e+10 4.71460046e+10 5.04007471e+10 4.87169609e+10
 4.87169609e+10]","[np.float64(31196890107.245335), np.float64(35081119241.04298), np.float64(38830507521.42017), np.float64(41801889651.33652), np.float64(42490481858.14484), np.float64(42552653450.986725), np.float64(48260301766.94388), np.float64(55275999708.99756), np.float64(56154844009.80115)]"
Cabo Verde,3,2.5780507671618616e+16,127436785.45029527,-0.5969277537842048,[ 8.37671445e+07  1.24211753e+00 -4.98488967e-01  2.44535303e-01],"[3.57160985e+08 4.90417390e+08 4.06580652e+08 4.87148994e+08
 5.01979069e+08 4.90608658e+08 5.21910561e+08 5.92416703e+08
 5.39227278e+08 5.63024383e+08 6.20974660e+08 8.13963830e+08
 9.24318491e+08 9.71977088e+08 1.10789106e+09 1.51393398e+09
 1.78933375e+09 1.71181718e+09 1.66431077e+09 1.86591554e+09
 1.74180981e+09]","[1.85047004e+09 1.85989851e+09 1.59680029e+09 1.66299868e+09
 1.76831914e+09 1.96650322e+09 1.98184574e+09 1.70369868e+09
 1.70369868e+09]","[np.float64(1724144066.9053648), np.float64(1970277671.9754198), np.float64(1897474779.8163), np.float64(1592547135.5494556), np.float64(1808230474.0549636), np.float64(1841714899.4797215), np.float64(2051569570.9422922), np.float64(1997588776.7521825), np.float64(1692912360.4976485)]"
Cambodia,2,2.5910596716652093e+18,844697778.7939818,0.8488640854197288,[-2.87523241e+07  1.21632166e+00 -1.18906487e-01],"[2.53372759e+09 2.53372759e+09 2.79143527e+09 3.44120569e+09
 3.50669572e+09 3.44341339e+09 3.12042550e+09 3.51724248e+09
 3.65403172e+09 3.98400052e+09 4.28402848e+09 4.65824692e+09
 5.33783325e+09 6.29304616e+09 7.27459571e+09 8.63923584e+09
 1.03519141e+10 1.04018519e+10 1.12422752e+10 1.28295411e+10
 1.40544432e+10]","[1.52279914e+10 1.67026108e+10 1.80499543e+10 2.00167478e+10
 2.21772005e+10 2.45717536e+10 2.70893898e+10 2.58085616e+10
 2.58085616e+10]","[np.float64(15540455660.939558), np.float64(16822218927.085417), np.float64(18476288004.346695), np.float64(19939749199.65776), np.float64(22171794808.71646), np.float64(24565735784.263744), np.float64(27221390695.772373), np.float64(29998918239.77011), np.float64(28141655840.704453)]"
Cameroon,1,5.507514216386538e+18,1844751885.8643324,0.4485118783467187,[7.71954611e+08 1.00778537e+00],"[1.20717754e+10 1.61818135e+10 8.90244619e+09 1.08647730e+10
 1.10935395e+10 1.07894579e+10 1.12981445e+10 1.15658274e+10
 1.05665790e+10 1.09534852e+10 1.24172518e+10 1.59703158e+10
 1.88262153e+10 1.95098508e+10 2.09105140e+10 2.39282513e+10
 2.77151446e+10 2.79329717e+10 2.75074997e+10 3.06309122e+10
 3.01550646e+10]","[3.37286228e+10 3.63865469e+10 3.22102329e+10 3.38143379e+10
 3.60985501e+10 3.99738391e+10 3.96709773e+10 4.08044497e+10
 4.08044497e+10]","[np.float64(31161787437.257), np.float64(34763167145.65057), np.float64(37441784159.51212), np.float64(33232956015.14311), np.float64(34849549550.22958), np.float64(37151545222.74305), np.float64(41057004693.28049), np.float64(40751785071.594124), np.float64(41894081963.74273)]"
Canada,1,2.594325886038201e+22,129192403911.0638,-1.563168107446213,[7.79946763e+09 1.05563002e+00],"[5.92387689e+11 5.77170762e+11 5.78139279e+11 6.04031623e+11
 6.28546388e+11 6.54987000e+11 6.34000000e+11 6.78412196e+11
 7.44773416e+11 7.38981792e+11 7.60649334e+11 8.95540647e+11
 1.02669024e+12 1.17310860e+12 1.31926481e+12 1.46882041e+12
 1.55298969e+12 1.37462514e+12 1.61734337e+12 1.79332663e+12
 1.82836648e+12]","[1.84659742e+12 1.80574988e+12 1.55650882e+12 1.52799474e+12
 1.64926564e+12 1.72532919e+12 1.74201505e+12 1.64542341e+12
 1.64542341e+12]","[np.float64(1937878010132.1758), np.float64(1957123137990.3447), np.float64(1914003245005.3015), np.float64(1650896897909.0254), np.float64(1620796585121.2666), np.float64(1748813789984.3467), np.float64(1829108755126.8418), np.float64(1846722842118.5442), np.float64(1744757809611.7107)]"
Central African Republic,1,1.2458084163705355e+17,213972674.0040948,-0.8540206205883132,[-6.29948345e+07  1.08753968e+00],"[1.41191756e+09 1.27878117e+09 8.51174351e+08 1.11538973e+09
 1.00779119e+09 9.37741468e+08 9.67338349e+08 9.99477511e+08
 9.14500299e+08 9.31833303e+08 9.91387870e+08 1.13975480e+09
 1.27008025e+09 1.33736239e+09 1.46056122e+09 1.69756595e+09
 1.98524099e+09 2.05909405e+09 2.14259138e+09 2.43798284e+09
 2.51012670e+09]","[1.69154419e+09 1.89481350e+09 1.69582571e+09 1.82501819e+09
 2.07234979e+09 2.22097898e+09 2.22030737e+09 2.38008776e+09
 2.38008776e+09]","[np.float64(2666867540.092448), np.float64(1776626586.7892663), np.float64(1997690028.4683993), np.float64(1781282905.3886738), np.float64(1921784855.7105134), np.float64(2190767787.281419), np.float64(2352407921.6862717), np.float64(2351677519.7333646), np.float64(2525445032.440771)]"
Chad,4,2.2837468801412183e+18,1058753469.0267721,-0.5351412227398242,"[ 4.50651255e+08  1.09606240e+00 -9.46071276e-02  4.98587025e-01
 -5.26237758e-01]","[1.88184768e+09 1.46325106e+09 1.17983795e+09 1.44591997e+09
 1.60734545e+09 1.54468950e+09 1.74479446e+09 1.53467358e+09
 1.38850673e+09 1.71084336e+09 1.99700579e+09 2.74281519e+09
 4.42285593e+09 6.64930706e+09 7.42870181e+09 8.65013807e+09
 1.03938347e+10 9.29072877e+09 1.06681027e+10 1.21723095e+10
 1.23673637e+10]","[1.29535355e+10 1.39407681e+10 1.09503922e+10 1.00977784e+10
 1.00003952e+10 1.12391670e+10 1.13149513e+10 1.08290768e+10
 1.08290768e+10]","[np.float64(13284311685.0472), np.float64(13933490864.951244), np.float64(14265784398.135029), np.float64(11084359428.114882), np.float64(10616507901.282368), np.float64(8579951631.450937), np.float64(11095482440.54455), np.float64(11461473767.495024), np.float64(11590637436.39188)]"
Chile,2,6.505832221129308e+20,20405975776.124744,-1.2947401951839734,[ 2.29117641e+09  1.32823030e+00 -2.73874207e-01],"[4.59643276e+10 4.92977731e+10 5.70084253e+10 7.34470633e+10
 7.80395722e+10 8.49523609e+10 8.15774302e+10 7.51737945e+10
 7.78609322e+10 7.09799240e+10 6.97368114e+10 7.56434598e+10
 9.92103929e+10 1.22964812e+11 1.54788025e+11 1.73605968e+11
 1.79638496e+11 1.72389498e+11 2.18537551e+11 2.52251992e+11
 2.67122320e+11]","[2.78384333e+11 2.60541637e+11 2.43919079e+11 2.50440150e+11
 2.77034676e+11 2.97571693e+11 2.79385487e+11 2.52940023e+11
 2.52940023e+11]","[np.float64(288005821759.28644), np.float64(298891768900.7304), np.float64(272108185480.04138), np.float64(254916254450.69763), np.float64(268130227417.74768), np.float64(301667929519.6224), np.float64(321662263853.13995), np.float64(291882234957.7162), np.float64(261737300617.07397)]"
China,4,1.6456760550251024e+24,1070620721879.5564,0.5279937310664773,"[ 1.31447252e+10  1.32282593e+00 -6.14361463e-01  1.28643640e+00
 -9.09053748e-01]","[4.26915713e+11 4.44731282e+11 5.64324670e+11 7.34547898e+11
 8.63746718e+11 9.61603953e+11 1.02904310e+12 1.09399727e+12
 1.21134687e+12 1.33939572e+12 1.47055002e+12 1.66028797e+12
 1.95534700e+12 2.28596589e+12 2.75213177e+12 3.55034274e+12
 4.59430703e+12 5.10170307e+12 6.08716387e+12 7.55150012e+12
 8.53222999e+12]","[9.57040624e+12 1.04756829e+13 1.10615531e+13 1.12332765e+13
 1.23104094e+13 1.38948175e+13 1.42799375e+13 1.47227307e+13
 1.47227307e+13]","[np.float64(9853476005481.574), np.float64(11612218451332.805), np.float64(12102412682770.629), np.float64(12765261370529.473), np.float64(12853308433456.133), np.float64(14103406936831.266), np.float64(15225878096359.582), np.float64(15991482416730.457), np.float64(17399686659783.328)]"
Colombia,1,4.3608756305917646e+21,54148484126.52722,-1.690690430675227,[-4.89973823e+09  1.14635408e+00],"[5.84189854e+10 6.64468048e+10 8.17035008e+10 9.25072794e+10
 9.71601093e+10 1.06659508e+11 9.84437399e+10 8.61861587e+10
 9.98865773e+10 9.82117496e+10 9.79630038e+10 9.46413787e+10
 1.17081522e+11 1.45619192e+11 1.61618581e+11 2.06181827e+11
 2.42186951e+11 2.32397836e+11 2.86563105e+11 3.34943872e+11
 3.70921320e+11]","[3.82116126e+11 3.81112120e+11 2.93481748e+11 2.82825010e+11
 3.11883731e+11 3.34198215e+11 3.23429889e+11 2.71437596e+11
 2.71437596e+11]","[np.float64(420307431241.3167), np.float64(433140642745.12256), np.float64(431989695462.7692), np.float64(331534261568.52246), np.float64(319317866066.8972), np.float64(352629449248.07825), np.float64(378209749065.62756), np.float64(365865434871.2649), np.float64(306263858021.66516)]"
Comoros,2,7828830713193491.0,56984762.128246084,0.0418523458792468,[3.82805451e+06 1.04371089e+00 1.24724695e-03],"[4.57388579e+08 4.52881443e+08 3.19189200e+08 3.98461790e+08
 3.96053798e+08 3.64445590e+08 3.70106776e+08 3.82454990e+08
 3.51136568e+08 3.78512003e+08 4.25964697e+08 5.46885185e+08
 6.33706149e+08 6.53845123e+08 6.98431828e+08 7.95673128e+08
 9.15659193e+08 9.05341091e+08 9.07978724e+08 1.02308618e+09
 1.01584337e+09]","[1.11622416e+09 1.14958765e+09 9.66029542e+08 1.01283552e+09
 1.07743966e+09 1.18879757e+09 1.19255974e+09 1.23540035e+09
 1.23540035e+09]","[np.float64(1065350880.8383667), np.float64(1170110373.1849234), np.float64(1205057411.262855), np.float64(1013517426.0214612), np.float64(1062140390.7663817), np.float64(1129626818.2579637), np.float64(1245932861.2595298), np.float64(1249998364.0521984), np.float64(1294716270.5830781)]"
Costa Rica,1,3.976560238751851e+19,5796467241.224812,-1.0378483797463653,[-8.81048492e+08  1.14525897e+00],"[8.56404402e+09 9.58286626e+09 1.04867848e+10 1.15785943e+10
 1.16784245e+10 1.26146024e+10 1.36842559e+10 1.42548663e+10
 1.50136297e+10 1.59761743e+10 1.65788207e+10 1.72717605e+10
 1.86105948e+10 2.00406425e+10 2.27155403e+10 2.68847003e+10
 3.08017449e+10 3.07457120e+10 3.76586148e+10 4.27626171e+10
 4.72316519e+10]","[5.09496722e+10 5.20164090e+10 5.64419177e+10 5.88470160e+10
 6.05160436e+10 6.24201651e+10 6.40728709e+10 6.18468951e+10
 6.18468951e+10]","[np.float64(53211424704.28745), np.float64(57469520871.04611), np.float64(58691210702.15533), np.float64(63759564261.91231), np.float64(66514024780.698944), np.float64(68425493556.42169), np.float64(70606205804.55951), np.float64(72498981991.4159), np.float64(69949663216.11516)]"
Croatia,1,1.7777666438231069e+19,3112415152.3870273,-0.23435732288346056,[2.76956416e+09 9.72195452e-01],"[2.27170819e+10 2.27170819e+10 2.27170819e+10 2.27170819e+10
 2.40751663e+10 2.40911707e+10 2.57928766e+10 2.36773075e+10
 2.18397810e+10 2.32736403e+10 2.70745503e+10 3.49857499e+10
 4.19588335e+10 4.57802373e+10 5.08607883e+10 6.05426735e+10
 7.07506462e+10 6.30840047e+10 6.04260186e+10 6.31699108e+10
 5.71923469e+10]","[5.88890823e+10 5.83302898e+10 5.01631929e+10 5.22951583e+10
 5.62144274e+10 6.22478749e+10 6.22462063e+10 5.72037832e+10
 5.72037832e+10]","[np.float64(58371703715.56013), np.float64(60021262146.56032), np.float64(59478006562.550064), np.float64(51537992127.73883), np.float64(53610679252.4036), np.float64(57420974833.08641), np.float64(63286665068.35292), np.float64(63285042854.976555), np.float64(58382822014.66106)]"
Cyprus,2,2.440556345285247e+18,1263287376.2749977,0.3177838007031095,[ 1.51721899e+09  1.20274932e+00 -2.55583272e-01],"[6.91215046e+09 6.59029105e+09 7.42570393e+09 9.93313325e+09
 1.00119184e+10 9.54781870e+09 1.02486176e+10 1.04979083e+10
 9.98584449e+09 1.03978971e+10 1.14202279e+10 1.45473250e+10
 1.73205525e+10 1.84334113e+10 2.00727864e+10 2.39687640e+10
 2.78446990e+10 2.59453918e+10 2.57324327e+10 2.75654691e+10
 2.49785134e+10]","[2.39008726e+10 2.31568500e+10 1.98424043e+10 2.09534426e+10
 2.28708337e+10 2.55226712e+10 2.57583578e+10 2.46126465e+10
 2.46126465e+10]","[np.float64(24514836356.920086), np.float64(23879887206.444153), np.float64(23260441465.636894), np.float64(19464153872.250515), np.float64(21647571248.500916), np.float64(23669749380.374763), np.float64(26369192063.65482), np.float64(25974898581.716633), np.float64(24536657567.983414)]"
Denmark,1,4.478986557067294e+20,14114080342.772549,-0.2526942320747054,[1.39032378e+10 9.77118739e-01],"[1.52915654e+11 1.43195627e+11 1.56162387e+11 1.85006882e+11
 1.87632346e+11 1.73537647e+11 1.76991935e+11 1.77965188e+11
 1.64158739e+11 1.64791443e+11 1.78635164e+11 2.18096034e+11
 2.51373003e+11 2.64467336e+11 2.82884948e+11 3.19423425e+11
 3.53361039e+11 3.21241304e+11 3.21995279e+11 3.44003138e+11
 3.27148944e+11]","[3.43584392e+11 3.52993632e+11 3.02673071e+11 3.13115929e+11
 3.32121064e+11 3.56841216e+11 3.47561349e+11 3.56084868e+11
 3.56084868e+11]","[np.float64(333566601292.44946), np.float64(349625985358.17004), np.float64(358819930053.25714), np.float64(309650767162.4374), np.float64(319854679860.7003), np.float64(338424952911.84937), np.float64(362579477254.11774), np.float64(353511945117.6021), np.float64(361840434742.18976)]"
Dominica,1,2421532129100398.0,34849117.21193466,-0.8929838870269107,[1.83319975e+07 9.83852174e-01],"[2.34059259e+08 2.45525926e+08 2.64374074e+08 2.74522222e+08
 2.92285185e+08 3.02988889e+08 3.22411111e+08 3.31759259e+08
 3.33470370e+08 3.40203704e+08 3.33196296e+08 3.43311111e+08
 3.67200000e+08 3.64255556e+08 3.90251852e+08 4.21374074e+08
 4.58188889e+08 4.89074074e+08 4.93825926e+08 5.01025926e+08
 4.85996296e+08]","[4.98296296e+08 5.20207407e+08 5.40737037e+08 5.76229630e+08
 5.19837037e+08 5.50622222e+08 6.11537037e+08 5.04214815e+08
 5.04214815e+08]","[np.float64(496480510.11357373), np.float64(508581891.85217875), np.float64(530139186.1507596), np.float64(550337306.8906238), np.float64(585256771.2691402), np.float64(529774796.45673394), np.float64(560062867.8241788), np.float64(619994040.800643), np.float64(514404839.16271544)]"
Dominican Republic,1,2.8070227983628374e+19,2758062455.5019894,0.5543550459304298,[1.24301500e+09 1.04141562e+00],"[1.16053825e+10 1.30810424e+10 1.46447114e+10 1.66373708e+10
 1.82416919e+10 2.00174801e+10 2.16722318e+10 2.21366213e+10
 2.43057175e+10 2.56017654e+10 2.71375087e+10 2.14031678e+10
 2.23223954e+10 3.57775701e+10 3.78798699e+10 4.39654201e+10
 4.81225472e+10 4.82610333e+10 5.38601756e+10 5.80297507e+10
 6.06815372e+10]","[6.26821638e+10 6.71799140e+10 7.11648253e+10 7.57047202e+10
 7.99979756e+10 8.55553780e+10 8.89412997e+10 7.88447023e+10
 7.88447023e+10]","[np.float64(64437715536.04004), np.float64(66521199365.43506), np.float64(71205226656.74104), np.float64(75355175445.92642), np.float64(80083092931.06152), np.float64(84554156188.39705), np.float64(90341721862.59155), np.float64(93867873591.07089), np.float64(83353119369.98491)]"
Ecuador,2,1.0879158444427243e+20,9103589645.31417,-5.498174948346493,[-8.15633008e+08  1.20996523e+00 -1.01212964e-01],"[1.80942381e+10 1.89387174e+10 2.27086733e+10 2.44328844e+10
 2.52263932e+10 2.81620530e+10 2.79818969e+10 1.96452726e+10
 1.83277649e+10 2.44683240e+10 2.85489450e+10 3.24328580e+10
 3.65916610e+10 4.15070850e+10 4.68020440e+10 5.10077770e+10
 6.17626350e+10 6.25196860e+10 6.95553670e+10 7.92766640e+10
 8.79245440e+10]","[9.51296590e+10 1.01726331e+11 9.92903810e+10 9.99376960e+10
 1.04295862e+11 1.07562008e+11 1.08108009e+11 9.88080100e+10
 9.88080100e+10]","[np.float64(97546182141.69902), np.float64(105388843217.15858), np.float64(112641335939.22852), np.float64(109026252403.2049), np.float64(110056030768.18597), np.float64(115263743435.35928), np.float64(118774563639.3778), np.float64(119104629547.54707), np.float64(107796691716.06638)]"
Egypt,2,2.948724857415564e+21,41451258065.84196,-0.5947345981719931,[-2.80936723e+09  1.72777851e+00 -6.50072882e-01],"[4.18559865e+10 4.65786315e+10 5.18979834e+10 6.01592451e+10
 6.76297170e+10 7.84365782e+10 8.48288076e+10 9.07107048e+10
 9.98385440e+10 9.66846361e+10 8.51460674e+10 8.02884615e+10
 7.87824675e+10 8.96006656e+10 1.07426087e+11 1.30437828e+11
 1.62818182e+11 1.89147005e+11 2.18983666e+11 2.35989673e+11
 2.79116667e+11]","[2.88434109e+11 3.05595409e+11 3.29366577e+11 3.32441718e+11
 2.35733696e+11 2.49712999e+11 3.03080866e+11 3.65252651e+11
 3.65252651e+11]","[np.float64(326031922911.0864), np.float64(314094709580.5243), np.float64(337688619188.8038), np.float64(367603836172.20245), np.float64(357464006991.70276), np.float64(188374899312.4208), np.float64(275395302618.5819), np.float64(358515588337.8368), np.float64(431241660661.58746)]"
El Salvador,3,1.073652355074235e+18,435356146.57831573,0.5003796360629328,[ 6.84542007e+08  1.28112789e+00 -7.27297719e-01  4.60830525e-01],"[5.81339930e+09 6.68026920e+09 7.67938400e+09 8.92194710e+09
 9.58632780e+09 1.02217059e+10 1.09366699e+10 1.12841970e+10
 1.17849277e+10 1.22825336e+10 1.26641903e+10 1.32438922e+10
 1.37248109e+10 1.46980000e+10 1.59998900e+10 1.70117500e+10
 1.79868900e+10 1.76016200e+10 1.84479200e+10 2.02837800e+10
 2.13861500e+10]","[2.199096e+10 2.259347e+10 2.343824e+10 2.419143e+10 2.497919e+10
 2.602085e+10 2.689666e+10 2.463872e+10 2.463872e+10]","[np.float64(21831952898.771687), np.float64(22651060996.954216), np.float64(23491082172.376434), np.float64(24413851338.570625), np.float64(25042039757.316406), np.float64(25892763495.11998), np.float64(27001420061.834663), np.float64(27728871588.935028), np.float64(24679215797.109135)]"
Equatorial Guinea,1,1.7242601591575376e+19,3007800040.665653,0.10815161576333987,[7.87498569e+08 1.05548516e+00],"[1.34707184e+08 1.36047896e+08 1.00807002e+08 1.41853368e+08
 2.32463036e+08 4.42337849e+08 3.70687619e+08 6.21117886e+08
 1.04599850e+09 1.46113902e+09 1.80674274e+09 2.48474594e+09
 4.41076434e+09 8.21736909e+09 1.00865287e+10 1.30717188e+10
 1.97498935e+10 1.50277952e+10 1.63144434e+10 2.13573437e+10
 2.23883441e+10]","[2.19488343e+10 2.17654531e+10 1.31854969e+10 1.12408088e+10
 1.22009139e+10 1.30970122e+10 1.14172780e+10 1.00218568e+10
 1.00218568e+10]","[np.float64(24418063550.04998), np.float64(23954167442.951817), np.float64(23760611304.686947), np.float64(14704594855.347239), np.float64(12652005493.792585), np.float64(13665382116.597927), np.float64(14611200576.043829), np.float64(12838266113.79584), np.float64(11365419649.67242)]"
