Country,,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Albania,Electricity: Distribution Losses Per Capita,4.345497544070151e-07,5.128146334676778e-07,5.745843538466893e-07,7.161714846426245e-07,9.112910124357947e-07,9.252668360924561e-07,1.0193285664513373e-06,7.118552691765071e-07,6.71085102202087e-07,6.172853626249235e-07,4.2510512912117604e-07,6.879158420010938e-07,6.501617640791582e-07,2.085348533797421e-07,8.317329686050056e-07,7.020161837457488e-07,4.0675679618798683e-07,4.271227616285324e-07,3.8493371657808207e-07,3.7046738687075956e-07,3.859121549054758e-07,6.747592131787191e-07,3.8734154256821496e-07,4.339218586574159e-07,6.904834009654019e-07,4.440807710016179e-07,4.0319204458870574e-07,3.7903209701102663e-07,3.286520308569168e-07,
Albania,Electricity: Exports,0.56,0.141,0.155,0.074,0.38,0.839,0.69,0.755,0.222,0.069,0.058,0.326,0.0,0.0,0.0,0.0,0.0,0.487,2.935,0.0,0.0,0.0,0.183,0.956,0.042,0.0,1.764,0.77048,0.963,2.8
Albania,Electricity: Exports Growth,-56.85670261941448,-74.82142857142857,9.929078014184407,-52.25806451612903,413.5135135135135,120.78947368421052,-17.759237187127535,9.420289855072472,-70.59602649006624,-68.91891891891892,-15.942028985507248,462.0689655172414,-100.0,0.0,0.0,0.0,0.0,0.0,502.6694045174538,-100.0,0.0,0.0,0.0,422.4043715846994,-95.60669456066945,-100.0,0.0,-56.321995464852606,24.98702107776969,190.75804776739352
Albania,Electricity: Exports Per Capita,1.7246482102617182e-07,4.368994762473871e-08,4.832369769193535e-08,2.3213617986664134e-08,1.1994824548860479e-07,2.664946362792896e-07,2.2055086574205792e-07,2.428606996060835e-07,7.186729025029586e-08,2.254774484971928e-08,1.901009829531859e-08,1.0725038952288693e-07,0.0,0.0,0.0,0.0,0.0,1.6635246432217856e-07,1.0075450880718e-06,0.0,0.0,0.0,6.334143734528076e-08,3.3186343750119165e-07,1.4603103298528064e-08,0.0,6.154112370463589e-07,2.6994689563522534e-07,3.3935419803696093e-07,
Albania,Electricity: Imports,0.104,0.082,0.157,0.15,0.2,0.711,1.069,1.113,1.3,1.8,2.2,1.242,0.477,0.371,0.611,2.838,2.434,1.965,1.005,3.475,3.23,2.323,3.25,2.355,1.827,2.914628,0.85048,3.176515,3.239,2.252
Albania,Electricity: Imports Growth,-84.00000000000001,-21.15384615384615,91.46341463414633,-4.458598726114653,33.33333333333335,255.49999999999991,50.35161744022504,4.115996258185223,16.801437556154543,38.46153846153846,22.22222222222223,-43.54545454545455,-61.59420289855072,-22.22222222222222,64.6900269541779,364.4844517184943,-14.235377026074698,-19.268693508627777,-48.85496183206108,245.771144278607,-7.050359712230218,-28.080495356037154,39.90529487731382,-27.53846153846154,-22.420382165605098,59.53081554460865,-70.82028993065323,273.49673125764275,1.967092867497861,-30.472368014819395
Albania,Electricity: Imports Per Capita,3.2029181047717624e-08,2.5408338334954428e-08,4.8947229275057093e-08,4.705463105404892e-08,6.313065552031831e-08,2.258375284798271e-07,3.416940224322608e-07,3.5801848829347145e-07,4.208444924566875e-07,5.882020395578943e-07,7.210726939603604e-07,4.0860424474670415e-07,1.5758493976918623e-07,1.231949531908986e-07,2.0417390269893871e-07,9.555500860769474e-07,8.258366770557873e-07,6.712168221623837e-07,3.4500266218472195e-07,1.1961331339204386e-06,1.1136391140397454e-06,8.023924628301986e-07,1.1249162370063523e-06,8.175087817105716e-07,6.352349934859707e-07,1.0143280376215796e-06,2.9670915469568443e-07,1.1129300737056482e-06,1.141400049264503e-06,
Albania,Electricity: Installed Capacity,1.892,1.892,1.892,1.669,1.684,1.684,1.684,1.684,1.684,1.6691,1.6692,1.7792,1.6692,1.5922,1.5922,1.5922,1.5732,1.5732,1.5844,1.632,1.752,1.905,1.849,1.922,2.037,2.172425,2.230425,2.331425,2.535425,2.540425
Albania,Electricity: Installed Capacity Growth,0.0,0.0,0.0,-11.786469344608873,0.8987417615338467,0.0,0.0,0.0,0.0,-0.8847980997624652,0.005991252770953746,6.589983225497237,-6.182553956834526,-4.612988257848069,0.0,0.0,-1.1933174224343754,0.0,0.7119247393846999,3.0042918454935537,7.352941176470596,8.73287671232877,-2.939632545931761,3.948080043266628,5.983350676378771,6.648257241040753,2.669827496921635,4.528284968111458,8.75001340381956,0.19720559669483
Albania,Electricity: Installed Capacity Per Capita,5.82684716752709e-07,5.862509284113875e-07,5.898608776331721e-07,5.235611948613843e-07,5.315601194810801e-07,5.348950744866791e-07,5.382719679849646e-07,5.416919445518472e-07,5.451554809977398e-07,5.454266801256007e-07,5.470975185266515e-07,5.853370952120257e-07,5.514481791671397e-07,5.287089069287028e-07,5.320551356419807e-07,5.36091207558744e-07,5.337741414725409e-07,5.373833611327542e-07,5.439027044432572e-07,5.617523092253684e-07,6.040544048909082e-07,6.580101772240759e-07,6.399908068383832e-07,6.671982498716427e-07,7.082505099786109e-07,7.560318459611518e-07,7.781341317398667e-07,8.168426710055487e-07,8.934653349510506e-07,
Albania,Electricity: Net Consumption,1.443,1.727,2.017,2.152,2.79,2.084,2.2,3.482,3.68836,3.48978,4.48556,4.04258,4.0516,5.1278,3.16042,3.58068,5.06626,5.42946,4.44145,6.54566,6.78935,7.25992,6.62569,5.98605,7.50528,6.119331,6.39826,6.500145,6.65637,7.415870874
Albania,Electricity: Net Consumption Growth,-15.8600583090379,19.681219681219684,16.79212507237984,6.693108577094707,29.646840148698878,-25.304659498207883,5.5662188099808105,58.272727272727266,5.926479035037325,-5.383964688913223,28.53417693952055,-9.875689991885078,0.22312483611949754,26.56234573995459,-38.36694098833808,13.297599686117678,41.4887674966766,7.1689964589263075,-18.19720561529139,47.37664501457858,3.72292480819352,6.931002231436005,-8.736046678200319,-9.65393792948357,25.37950735459945,-18.46631971092351,4.558161668326158,1.5923860549586955,2.4034079239770816,11.410136065152635
Albania,Electricity: Net Consumption Per Capita,4.4440488703708207e-07,5.351243939569061e-07,6.288316015782812e-07,6.750771068554219e-07,8.806726445084404e-07,6.619485363599995e-07,7.03205658887721e-07,1.1200542463952092e-06,1.1940199939981137e-06,1.1403865075601935e-06,1.4701885605094701e-06,1.329964048090283e-06,1.3385139244629663e-06,1.7027468489819133e-06,1.056097030389165e-06,1.2056092608224115e-06,1.7189413818819445e-06,1.8546284413525575e-06,1.5246886308063017e-06,2.2530880026986065e-06,2.340831491921283e-06,2.507664695975125e-06,2.2933373114986517e-06,2.077982353612979e-06,2.609532836294683e-06,2.1296059067527306e-06,2.232177495206483e-06,2.2774036495805623e-06,2.3456563896025813e-06,
Albania,Electricity: Net Generation,3.31,3.441,3.858,4.359,5.857,5.125,5.01,5.337,4.68336,3.64778,3.64056,5.21758,5.5426,5.3848,5.03842,2.82768,3.8311,5.20187,7.49277,4.14694,4.67865,6.89041,4.67776,5.83705,7.70618,4.48075,8.46748,5.17594,5.313,8.962943
Albania,Electricity: Net Generation Growth,-9.09090909090909,3.9577039274924406,12.118570183086321,12.986003110419903,34.36568020188117,-12.49786580160492,-2.2439024390243945,6.52694610778443,-12.24732996065204,-22.111902565679348,-0.1979286031504155,43.31806095765487,6.229324706089803,-2.8470392956374253,-6.432550883969689,-43.87764418210472,35.485627793809776,35.78006316723657,44.039931793758775,-44.654113231822144,12.82174326129629,47.27346563645496,-32.11202236151405,24.783015802435344,32.02182609366033,-41.855108497335905,88.9746136249512,-38.87272246288152,2.6480214221957747,68.6983436853002
Albania,Electricity: Net Generation Per Capita,1.0193902814225512e-06,1.066220636714368e-06,1.2027924238418488e-06,1.3674075784306616e-06,1.8487812469125217e-06,1.6278724802519182e-06,1.6013910686488554e-06,1.716751726884328e-06,1.5161278939938092e-06,1.192017575476942e-06,1.1932310939656043e-06,1.7165260348675593e-06,1.8310907487729386e-06,1.788086749170757e-06,1.6836560962952321e-06,9.52075358491213e-07,1.2998615010141442e-06,1.776886845140885e-06,2.572164773271462e-06,1.4274222556489274e-06,1.6131045327870137e-06,2.3800314463236454e-06,1.6191040544057952e-06,2.0262588680610154e-06,2.679384347072642e-06,1.559358640132769e-06,2.9540716221458633e-06,1.813452568521166e-06,1.8722625692319559e-06,
Albania,Electricity: Net Imports,-0.456,-0.059,0.002,0.076,-0.18,-0.128,0.379,0.358,1.078,1.731,2.142,0.916,0.477,0.371,0.611,2.838,2.434,1.478,-1.93,3.475,3.23,2.323,3.067,1.399,1.785,2.914628,-0.91352,2.406035,2.276,-0.548
Albania,Electricity: Net Imports Growth,-29.629629629629626,-87.06140350877193,-103.38983050847459,3700.0,-336.8421052631579,-28.888888888888886,-396.09375,-5.540897097625335,201.1173184357542,60.575139146567714,23.743500866551116,-57.236227824463114,-47.92576419213974,-22.22222222222222,64.6900269541779,364.4844517184943,-14.235377026074698,-39.27691043549713,-230.58186738836267,-280.0518134715026,-7.050359712230218,-28.080495356037154,32.02755058114508,-54.38539289207694,27.591136526090054,63.284481792717095,-131.3425932914938,-363.38065942727036,-5.404534846749957,-124.0773286467487
Albania,Electricity: Net Imports Per Capita,-1.404356399784542e-07,-1.8281609289784284e-08,6.235315831217464e-10,2.3841013067384785e-08,-5.681758996828647e-08,-4.065710779946255e-08,1.2114315669020284e-07,1.1515778868738794e-07,3.4897720220639165e-07,5.656542947081751e-07,7.020625956650417e-07,3.013538552238173e-07,1.5758493976918623e-07,1.231949531908986e-07,2.0417390269893871e-07,9.555500860769474e-07,8.258366770557873e-07,5.048643578402051e-07,-6.62542425887078e-07,1.1961331339204386e-06,1.1136391140397454e-06,8.023924628301986e-07,1.0615747996610716e-06,4.856453442093799e-07,6.206318901874426e-07,1.0143280376215796e-06,-3.1870208235067444e-07,8.429831780704228e-07,8.020458512275422e-07,
Algeria,Economics: GDP,48003078388.5401,49945599428.5812,42543178042.4148,41764315330.4366,46941582519.4661,48177612042.1507,48187747528.899,48640653469.3025,54790392746.1939,54744712814.8676,56760355865.0082,67863828412.6882,85332581188.6107,103198223709.439,117027307540.89,134977082623.78,171000699876.747,137211035770.034,161207270185.25,200013052199.2,209058991952.125,209755003250.664,213810024944.464,165979279263.174,160034163871.455,170097014589.134,174910878623.049,171767403748.19,145009181490.62,
Algeria,Economics: GDP Growth,1.80000230318846,-2.10000075787545,-0.899996552472246,3.79999478984085,4.09999846994822,1.09999993930808,5.10000360904218,3.20000155179186,3.80000000000086,2.99999999999967,5.5999999999997,7.20000000000044,4.29999999999957,5.89999999999995,1.70000000000063,3.39999999999938,2.40000000000033,1.60000000000007,3.59999999999978,2.90000000000026,3.39999999999982,2.8,3.79999999999998,3.70000000000022,3.19999999999973,1.29999999999994,1.09999999999995,0.999999999999915,-5.09999999999982,
Algeria,Economics: GDP Per Capita,1776.0282780527,1807.29745090643,1507.88666269017,1452.27843429531,1603.9403022019,1619.79774865029,1596.00392574042,1588.34890767221,1765.02714611601,1740.60665427662,1781.82890798394,2103.38129106939,2610.18542243488,3113.09488313746,3478.71000237566,3950.5129931247,4923.63161541179,3883.27090043586,4480.78631766464,5455.67940349747,5592.22011465753,5499.58733105334,5493.05669453687,4177.8895415169,3946.45244712537,4109.69821695727,4142.01855842917,3989.66827645236,3306.85820838104,
Algeria,Economics: GDP Per Capita Growth,-0.564788752939847,-4.25098663738072,-2.9311165968948,1.83641056126194,2.2908233481653,-0.519902352630268,3.53436852700297,1.74870316034944,2.39949654403225,1.65967258872379,4.26207201293576,5.84090513563409,2.93454162226593,4.43825778015616,0.214792143410605,1.80825261796593,0.738194544500629,-0.134681878430399,1.74679065506871,0.980209993399853,1.40174755982498,0.761699380455809,1.71045490345108,1.60049369689222,1.10457015563286,-0.750456691887635,-0.909245791015422,-0.934555885396762,-6.82696362319118,
Algeria,Economics: PPP,189352392099.66,189770030942.639,192078030027.636,203557722609.973,215783472692.771,222058101995.973,236009847302.676,247078725218.762,262200986944.893,275990734942.795,296056204527.986,323266156103.441,346243840928.989,378093856037.232,396157857604.801,420630954507.825,439104287291.437,449531027555.169,471140881148.338,494931055076.358,497330252318.817,497988213510.825,506135102251.566,477357607218.836,471383269260.918,485801342039.043,502937459259.169,517034811595.932,496579551594.759,
Algeria,Economics: PPP Growth,4.119933068397754,0.22056169364852393,1.2162084147494332,5.976577633936229,6.0060359911881935,2.9078359083300653,6.2829255862756215,4.690006812254098,6.120422433271766,5.259228105346598,7.270341734243376,9.190806056180058,7.107977247762204,9.198723946334423,4.77765012023634,6.17761239193641,4.391814864226389,2.3745475882388014,4.807199563219676,5.04948198722107,0.4847538294174928,0.13229864641055558,1.6359601532143238,-5.68573388897785,-1.2515434692086391,3.0586729988807413,3.5273919063708097,2.8030030528106846,-3.9562635904599457,
Algeria,Economics: PPP Per Capita,7005.70076285362,6866.88911745849,6807.95166232568,7078.35117951258,7373.07499715188,7465.89958356471,7816.77214903166,8068.2966884468,8446.58774102862,8775.11790745312,9293.83714349081,10019.3578919395,10591.0381897757,11405.6425223873,11776.0404022627,12311.0384280957,12643.1514779138,12722.3786946243,13095.449178663,13500.0447902878,13303.3275185881,13056.8025915699,13003.2668603131,12015.6405282427,11624.3407751545,11737.4012353821,11909.9298247204,12009.248207942,11324.2358133821,
Algeria,Economics: PPP Per Capita Growth,1.7012505446828947,-1.9814098559726199,-0.8582846486186249,3.9718189934169916,4.163735454272772,1.2589670720654162,4.699668962054538,3.217754523474227,4.688611080991907,3.889501612925786,5.911250897234301,7.806471506301668,5.705757834003633,7.691449299068682,3.2474968345568835,4.543106235693645,2.697685103964631,0.6266413627085105,2.93239568632191,3.0895894146496747,-1.4571601409887425,-1.8531072521047232,-0.41002175594938267,-7.595216976471554,-3.256586714361605,0.9726182534948709,1.469904503376928,0.833912413282684,-5.704040608527733,
Algeria,Electricity: Distribution Losses,2.228,3.029,3.214,3.34,3.815,4.373,4.581,4.73,4.105,4.337,4.346,4.209,4.976,4.475,6.295,6.647,7.287,7.859,9.091,9.899,11.068,11.023,11.003,11.196,10.682,10.869,9.904,9.897,8.98001,8.770749362
Algeria,Electricity: Distribution Losses Growth,-15.091463414634143,35.95152603231596,6.107626279300101,3.9203484754200337,14.22155688622755,14.626474442988213,4.756460096043909,3.2525649421523686,-13.21353065539112,5.651644336175378,0.2075167166244026,-3.1523239760699595,18.22285578522215,-10.068327974276533,40.67039106145252,5.591739475774429,9.628403791183986,7.849595169479897,15.676294693981413,8.88791112088879,11.809273664006472,-0.40657752078062825,-0.1814388097614041,1.7540670726165557,-4.590925330475164,1.7506085002808405,-8.878461680007359,-0.07067851373182223,-9.265332929170457,-2.3302940419888167
Algeria,Electricity: Distribution Losses Per Capita,8.243202595202892e-08,1.0960533142911734e-07,1.1391597799897512e-07,1.1614245156824955e-07,1.3035419609815585e-07,1.4702628990101163e-07,1.5172516580967308e-07,1.5445701892206279e-07,1.3223917682739256e-07,1.3789479698480646e-07,1.364302305030498e-07,1.3045435338946823e-07,1.5220777903492624e-07,1.349935987392962e-07,1.8712281710235305e-07,1.9454458012321578e-07,2.0981495167777698e-07,2.22421074480297e-07,2.526860504931269e-07,2.700112308742492e-07,2.9606328649668204e-07,2.8901313537563524e-07,2.826813327657961e-07,2.8181620931523933e-07,2.6341878521672645e-07,2.6260490243173283e-07,2.3453402170079048e-07,2.298791625792684e-07,2.047844107151567e-07,
Algeria,Electricity: Exports,1.061,1.324,1.191,0.491,0.422,0.313,0.262,0.21,0.319,0.196,0.259,0.212,0.197,0.275,0.3,0.273,0.323,0.362,0.803,0.799,0.985,0.384,0.877,0.641,0.507,0.88,0.597,0.673,0.574,0.598533333
Algeria,Electricity: Exports Growth,33.29145728643215,24.787935909519334,-10.045317220543806,-58.77413937867338,-14.052953156822811,-25.829383886255926,-16.293929712460063,-19.847328244274813,51.90476190476191,-38.557993730407524,32.14285714285714,-18.14671814671815,-7.0754716981132,39.59390862944163,9.09090909090908,-8.99999999999999,18.315018315018307,12.07430340557275,121.82320441988952,-0.4981320049813205,23.279098873591984,-61.01522842639594,128.38541666666666,-26.909920182440132,-20.90483619344774,73.57001972386587,-32.159090909090914,12.73031825795646,-14.710252600297189,4.27409982578398
Algeria,Electricity: Exports Per Capita,3.9255107511266904e-08,4.790936243385651e-08,4.22134193518293e-08,1.707363584431453e-08,1.4419258388839257e-08,1.0523491593646613e-08,8.677579882587719e-09,6.857499783009129e-09,1.0276320927634159e-08,6.231814666594897e-09,8.130563667807156e-09,6.570758593149742e-09,6.025910866133535e-09,8.295696011912059e-09,8.917687868261464e-09,7.990171562154041e-09,9.300154987226838e-09,1.0245123929490713e-08,2.2319535644701457e-08,2.17940169177215e-08,2.6348241525048053e-08,1.0068134263289843e-08,2.2531266821376273e-08,1.6134707946683496e-08,1.250265157319606e-08,2.12615985039953e-08,1.413740013685096e-08,1.563187596401411e-08,1.3089768469133101e-08,
Algeria,Electricity: Imports,0.125,0.125,0.067,0.215,0.285,0.312,0.3,0.15,0.25,0.15,0.237,0.223,0.211,0.359,0.382,0.279,0.274,0.33,0.736,0.657,0.936,0.295,0.686,0.61,0.257,0.537,0.506,0.531,0.513,0.501934692
Algeria,Electricity: Imports Growth,-7.407407407407414,0.0,-46.4,220.89552238805967,32.558139534883715,9.473684210526324,-3.84615384615385,-50.0,66.66666666666667,-40.0,57.99999999999999,-5.907172995780584,-5.381165919282516,70.14218009478674,6.4066852367688085,-26.963350785340307,-1.7921146953405032,20.43795620437956,123.03030303030302,-10.733695652173909,42.465753424657535,-68.48290598290599,132.54237288135596,-11.07871720116619,-57.868852459016395,108.94941634241246,-5.7728119180633195,4.940711462450597,-3.3898305084745792,-2.1569801169590743
Algeria,Electricity: Imports Per Capita,4.624777039498929e-09,4.523164882350501e-09,2.3747263615218833e-09,7.476235654842411e-09,9.738124741277697e-09,1.0489870214753173e-08,9.936160170901968e-09,4.898214130720806e-09,8.053543046735235e-09,4.769245918312421e-09,7.43993663810925e-09,6.911694180530154e-09,6.45414818656942e-09,1.0829654066459741e-08,1.1355189218919598e-08,8.165779728355228e-09,7.88929556191998e-09,9.33947761528159e-09,2.0457258075342802e-08,1.7920737315322938e-08,2.5037516819741096e-08,7.73463439497527e-09,1.7624229235420896e-08,1.535440225815434e-08,6.33763600455895e-09,1.2974407268915314e-08,1.1982453047314215e-08,1.2333619817075026e-08,1.1698695513354148e-08,
Algeria,Electricity: Installed Capacity,5.369,5.814,6.007,6.007,6.039,6.04,6.044,6.044,6.398,6.4,6.835,6.845,7.251,7.499,7.899,8.134,8.134,11.327,11.3271,11.4471,13.0231,15.025,15.8791,17.119,19.078,19.602,21.208,21.695,21.694,21.694
Algeria,Electricity: Installed Capacity Growth,0.0,8.288321847643887,3.3195734434124464,0.0,0.5327118361911108,0.01655903295248111,0.06622516556290661,0.0,5.8570483123759125,0.031259768677722226,6.796874999999994,0.14630577907827047,5.931336742147562,3.420217900979166,5.334044539271908,2.975060134194206,0.0,39.254979100073754,0.0008828462964577288,1.0594062028233262,13.767679150177761,15.37191605685283,5.684525790349411,7.808377049077092,11.443425433728603,2.7466191424677686,8.19304152637485,2.296303281780469,-0.0046093569947048725,0.0
Algeria,Electricity: Installed Capacity Per Capita,1.9864342340055798e-07,2.103814450078865e-07,2.1291016796510377e-07,2.0888254687738775e-07,2.063457379388632e-07,2.0307312851637553e-07,2.0018050690977164e-07,1.97365374707177e-07,2.061062736520481e-07,2.0348782584799666e-07,2.145652612720537e-07,2.1215491778353766e-07,2.2179634360575769e-07,2.262160887030128e-07,2.3480272157132437e-07,2.380661373134101e-07,2.3420266460093837e-07,3.2057049378271075e-07,3.1483886949078185e-07,3.122381615254691e-07,3.483612022384297e-07,3.939419721508591e-07,4.079546624667229e-07,4.309049381267937e-07,4.7046466807383516e-07,4.7360210667649527e-07,5.022210755483e-07,5.039131486467847e-07,4.947202738142395e-07,
Algeria,Electricity: Net Consumption,14.035,14.039,14.365,14.474,15.172,15.365,16.905,18.492,19.71552,20.64764,21.62354,23.61164,24.42506,27.5164,26.91052,28.3348,30.49982,28.315,33.8405,38.13478,42.8675,45.2014,49.20572,53.45544,55.82304,60.28346,62.11403,66.646,63.69490277,68.66337919
Algeria,Electricity: Net Consumption Growth,7.67991407089151,0.02850017812611015,2.322102713868513,0.7587887225896275,4.822440237667545,1.2720801476403876,10.022779043280188,9.387755102040813,6.616482803374435,4.727848923081904,4.726448155818289,9.19414674932968,3.4449957732711365,12.656427456063579,-2.2018868747365175,5.29265134973237,7.640851532391259,-7.163386538018908,19.514391665195117,12.689765222145066,12.410508202748254,5.444450924359947,8.85884065537793,8.636638179463695,4.429109553676849,7.9902850149329,3.0366040701711574,7.296209890100515,-4.428018530744534,7.800430181895389
Algeria,Electricity: Net Consumption Per Capita,5.192699659949398e-07,5.080056942665495e-07,5.091484206456993e-07,5.033071389218096e-07,5.184099248233867e-07,5.165924866977003e-07,5.599026256303259e-07,6.038518380352611e-07,6.351191560350779e-07,6.564911519518952e-07,6.788091455342654e-07,7.318225774922556e-07,7.471230175632667e-07,8.300643263351889e-07,7.999320591086917e-07,8.293037112795689e-07,8.781828268808695e-07,8.013554808384793e-07,9.406030460579322e-07,1.0401877853236389e-06,1.1466834960152257e-06,1.1851400106475768e-06,1.2641587302827035e-06,1.3455349649944818e-06,1.3765996427546086e-06,1.4565030942632504e-06,1.4709060238230563e-06,1.5479970364007197e-06,1.4525287977756876e-06,
Algeria,Electricity: Net Generation,17.199,18.267,18.703,18.09,19.124,19.739,21.448,23.282,23.88952,25.03064,25.99154,27.80964,29.38706,31.9074,33.12352,34.9758,37.83582,36.206,42.9985,48.17578,53.9845,56.3134,60.39972,64.68244,66.75504,71.49546,72.10903,76.685,72.73591277,77.53072719
Algeria,Electricity: Net Generation Growth,5.3924872847601115,6.209663352520482,2.3868177588000217,-3.277549056301126,5.715865118850187,3.21585442376073,8.657986726784536,8.550913838120103,2.609397818056872,4.776655202783468,3.838895050226452,6.9949683627826635,5.67220575311295,8.576359799176906,3.8114042510514805,5.592038527306277,8.177139622253097,-4.307611147320172,18.76070264597027,12.040606067653531,12.057344997839149,4.314016060165427,7.256390130945743,7.090628896955148,3.2042699687890472,7.101216627238934,0.858194352480577,6.345904250826835,-5.149751881071922,6.592086683729114
